Date,spread,regime,z_score,signal,minhash_signal,final_signal,lr_signal
2016-07-06,-0.0690115190090554,1,-0.21784470522549,0,0.0,0,0.0
2016-07-07,-0.2187014267829375,1,-0.7019351209272863,0,0.0,0,0.0
2016-07-08,-0.1844819014265679,1,-0.5912707180878756,0,0.0,0,0.0
2016-07-11,-0.2155936491339038,1,-0.6918847080677764,0,0.0,0,0.0
2016-07-12,-0.6784198886089269,0,-2.188643908451593,0,0.0,0,0.0
2016-07-13,0.1842769653704926,1,0.6012788383669869,0,0.0,0,0.0
2016-07-14,-0.1365406183000518,1,-0.436230769014956,0,0.0,0,0.0
2016-07-15,0.0253038088211481,1,0.0871668144912767,0,0.0,0,0.0
2016-07-18,-0.1829239148362582,1,-0.5862322596682196,0,0.0,0,0.0
2016-07-19,0.112484751247466,1,0.3691060533355021,0,0.0,0,0.0
2016-07-20,-0.081970136624274,1,-0.2597522905902151,0,0.0,0,0.0
2016-07-21,0.0339844281055182,1,0.1152395460495558,0,0.0,0,0.0
2016-07-22,0.1111710042980686,1,0.3648574549074675,0,0.0,0,0.0
2016-07-25,0.0444415724156933,1,0.1490574794790639,0,0.0,0,0.0
2016-07-26,-0.3239419379770005,1,-1.042278191280173,1,0.0,0,1.0
2016-07-27,-0.2153894107903981,1,-0.691224210469239,0,0.0,0,0.0
2016-07-28,0.140729259570002,1,0.460447520362145,0,0.0,0,0.0
2016-07-29,-0.1987928693125261,1,-0.6375517432821293,0,0.0,0,0.0
2016-08-01,0.2227354187395444,1,0.7256517433646663,0,0.0,0,0.0
2016-08-02,0.1684625955260821,1,0.5501358789925515,0,0.0,0,0.0
2016-08-03,-0.3889791555996727,0,-1.2526056220553083,0,0.0,0,1.0
2016-08-04,0.1692990725446974,1,0.5528410079734456,0,0.0,0,0.0
2016-08-05,-0.408917765892722,0,-1.317086189174493,0,0.0,0,1.0
2016-08-08,-0.2153511693709079,1,-0.6911005394420247,0,0.0,0,0.0
2016-08-09,0.0497541182515056,1,0.1662380132928603,0,0.0,0,0.0
2016-08-10,0.2351576554233165,1,0.7658246969700434,0,0.0,0,0.0
2016-08-11,-0.0920618995925044,1,-0.2923885972264267,0,0.0,0,0.0
2016-08-12,0.0174006498704943,1,0.0616083546146189,0,0.0,0,0.0
2016-08-15,-0.324040026491564,1,-1.0425954051157398,1,0.0,0,1.0
2016-08-16,-0.2158068891585414,1,-0.6925743166974176,0,0.0,0,0.0
2016-08-17,0.1993723616672298,1,0.6500966696900542,0,0.0,0,0.0
2016-08-18,0.067121560036765,1,0.2224035373320827,0,0.0,0,0.0
2016-08-19,-0.08205391948321,1,-0.2600232405801922,0,0.0,0,0.0
2016-08-22,0.0975890989065425,1,0.3209341849637238,0,0.0,0,0.0
2016-08-23,-0.2588918701858768,1,-0.8319092036393809,0,0.0,0,0.0
2016-08-24,0.1022611299525904,1,0.3360433228133473,0,0.0,0,0.0
2016-08-25,-0.1307429235275261,1,-0.4174812854039186,0,0.0,0,0.0
2016-08-26,-0.260721984676166,1,-0.8378277114236483,0,0.0,0,0.0
2016-08-29,0.0426252792194672,1,0.1431836691369156,0,0.0,0,0.0
2016-08-30,-0.3513160982988719,1,-1.13080499209643,1,0.0,0,1.0
2016-08-31,0.1283932123389302,1,0.4205532995625216,0,0.0,0,0.0
2016-09-01,-0.0179207474482948,1,-0.0526194524934588,0,0.0,0,0.0
2016-09-02,0.1090426089057344,1,0.3579743201285399,0,0.0,0,0.0
2016-09-06,0.0076300982917306,1,0.0300108311359867,0,0.0,0,0.0
2016-09-07,-0.3312963221845262,1,-1.0660619383690533,1,0.0,0,1.0
2016-09-08,-0.1598911397436176,1,-0.511745303031135,0,0.0,0,0.0
2016-09-09,-0.163615389523581,1,-0.5237893589796706,0,0.0,0,0.0
2016-09-12,0.2246923812533751,1,0.7319804719404375,0,0.0,0,0.0
2016-09-13,0.1645013171196879,1,0.5373252831482505,0,0.0,0,0.0
2016-09-14,-0.0224726453754441,1,-0.0673400852505746,0,0.0,0,0.0
2016-09-15,0.0706078801492616,1,0.2336781394587498,0,0.0,0,0.0
2016-09-16,0.0871475307413932,1,0.2871666240852626,0,0.0,0,0.0
2016-09-19,-0.0700508256543399,1,-0.2212057760781582,0,0.0,0,0.0
2016-09-20,0.0606199332972586,1,0.2013775694637618,0,0.0,0,0.0
2016-09-21,0.094200670795399,1,0.3099761611577574,0,0.0,0,0.0
2016-09-22,-0.0638518983864864,1,-0.201158724659479,0,0.0,0,0.0
2016-09-23,-0.1230302314413442,1,-0.3925387867832389,0,0.0,0,0.0
2016-09-26,-0.0052143821969493,1,-0.011527639905303,0,0.0,0,0.0
2016-09-27,0.0014643018744169,1,0.0100709233948529,0,0.0,0,0.0
2016-09-28,-0.4242077611944326,0,-1.3665333449096977,0,0.0,0,0.0
2016-09-29,-0.090710618026006,1,-0.2880186135382508,0,0.0,0,0.0
2016-09-30,-0.0350298145070982,1,-0.107949404311434,0,0.0,0,0.0
2016-10-03,-0.0813257474935464,1,-0.2576683651819715,0,0.0,0,0.0
2016-10-04,-0.2562146859680702,1,-0.8232513105310092,0,0.0,0,0.0
2016-10-05,-0.1430246683558693,1,-0.4571998946803514,0,0.0,0,0.0
2016-10-06,0.0457069563873598,1,0.1531496742166793,0,0.0,0,0.0
2016-10-07,0.1147417529932169,1,0.3764050952655076,0,0.0,0,0.0
2016-10-10,-0.0690440303464853,1,-0.2179498454255576,0,0.0,0,0.0
