Date,spread,regime,z_score,signal,minhash_signal,final_signal,lr_signal
2016-07-06,0.0224587191371898,0,0.0921293149839005,0,0.0,0,0.0
2016-07-07,0.0089148985492393,0,0.036699444269565,0,0.0,0,0.0
2016-07-08,-0.1007107887606554,0,-0.4119581287614705,0,0.0,0,0.0
2016-07-11,0.040449983692709,0,0.1657609362700731,0,0.0,0,0.0
2016-07-12,0.1160191326631611,0,0.4750376377904071,0,0.0,0,0.0
2016-07-13,-0.0308885380232871,0,-0.1262013656514016,0,0.0,0,0.0
2016-07-14,-0.0081366807441865,0,-0.0330863912391189,0,0.0,0,0.0
2016-07-15,-0.0535752773436268,0,-0.2190498362354731,0,0.0,0,0.0
2016-07-18,-0.035829449667868,0,-0.1464226977261734,0,0.0,0,0.0
2016-07-19,0.0647197756352503,0,0.2650882583431173,0,0.0,0,0.0
2016-07-20,-0.1362813409778183,0,-0.5575353016006468,0,0.0,0,0.0
2016-07-21,0.0766577738333112,0,0.313946089293359,0,0.0,0,0.0
2016-07-22,-0.1258444138836907,0,-0.5148208019714116,0,0.0,0,0.0
2016-07-25,-0.1396397129166673,0,-0.5712798813646958,0,0.0,0,0.0
2016-07-26,0.0792364930252476,0,0.3244998374391943,0,0.0,0,0.0
2016-07-27,0.0475773558960456,0,0.1949306463381005,0,0.0,0,0.0
2016-07-28,-0.002864145792287,0,-0.0115078470740686,0,0.0,0,0.0
2016-07-29,0.1128801328758746,0,0.4621908674679759,0,0.0,0,0.0
2016-08-01,-0.192772170035569,0,-0.7887314645210673,0,0.0,0,0.0
2016-08-02,-0.0144849049966571,0,-0.0590673356332811,0,0.0,0,0.0
2016-08-03,0.1763149792917094,0,0.721806336587649,0,0.0,0,0.0
2016-08-04,-0.1997396738870559,0,-0.817246892289887,0,0.0,0,0.0
2016-08-05,0.042806834332074,0,0.1754066581241581,0,0.0,0,0.0
2016-08-08,0.1180205835832324,0,0.4832288394546807,0,0.0,0,0.0
2016-08-09,-0.11898029780018,0,-0.4867285022686463,0,0.0,0,0.0
2016-08-10,0.0196398736703763,0,0.0805928184115693,0,0.0,0,0.0
2016-08-11,-0.0325303854004881,0,-0.1329208424238488,0,0.0,0,0.0
2016-08-12,-0.0474127190840187,0,-0.1938287543862688,0,0.0,0,0.0
2016-08-15,0.0698684669968107,0,0.2861599562931932,0,0.0,0,0.0
2016-08-16,0.1389718584361182,0,0.5689746929865239,0,0.0,0,0.0
2016-08-17,-0.0982143654640907,0,-0.4017411874133296,0,0.0,0,0.0
2016-08-18,-0.1583921259766203,0,-0.6480266032180383,0,0.0,0,0.0
2016-08-19,-0.0747023842808603,0,-0.3055153057456539,0,0.0,0,0.0
2016-08-22,-0.0142121112603636,0,-0.0579508913156504,0,0.0,0,0.0
2016-08-23,0.1535379736112684,0,0.6285884390285393,0,0.0,0,0.0
2016-08-24,0.0666774301520838,0,0.2731002174551536,0,0.0,0,0.0
2016-08-25,0.0190386280898902,0,0.0781321416344741,0,0.0,0,0.0
2016-08-26,-0.0409774640387162,0,-0.1674916250025378,0,0.0,0,0.0
2016-08-29,0.0389687869658738,0,0.159698943456611,0,0.0,0,0.0
2016-08-30,0.2041474914703407,0,0.8357145607625353,0,0.0,0,0.0
2016-08-31,-0.0691708144562265,0,-0.2828766272253881,0,0.0,0,0.0
2016-09-01,-0.0807041629884079,0,-0.3300783760886993,0,0.0,0,0.0
2016-09-02,-0.0699099107400549,0,-0.2859014761734392,0,0.0,0,0.0
2016-09-06,-0.1194443171635953,0,-0.4886275626671532,0,0.0,0,0.0
2016-09-07,0.2457755513144166,0,1.006082881891848,-1,0.0922375777031482,0,-1.0
2016-09-08,0.00965575627224,0,0.0397315021395712,0,0.0,0,0.0
2016-09-09,0.2812431124397008,0,1.1512385501141773,-1,0.0,0,-1.0
2016-09-12,-0.3086113527286541,0,-1.2628185862926389,1,0.5093646394573024,1,1.0
2016-09-13,-0.0479517175807163,0,-0.1960346767693333,0,0.0,0,0.0
2016-09-14,-0.0476531080514686,0,-0.1948125779167395,0,0.0,0,0.0
2016-09-15,-0.3582506884598815,0,-1.465974109806835,1,0.0,0,1.0
2016-09-16,-0.0794832748782167,0,-0.3250817305952724,0,0.0,0,0.0
2016-09-19,0.1296937108545055,0,0.5310026512293509,0,0.0,0,0.0
2016-09-20,-0.0822503280820221,0,-0.336406260505472,0,0.0,0,0.0
2016-09-21,-0.1925199400638394,0,-0.7876991801200403,0,0.0,0,0.0
2016-09-22,0.0629419658347829,0,0.2578123374347839,0,0.0,0,0.0
2016-09-23,0.1634669545156112,0,0.6692241019331755,0,0.0,0,0.0
2016-09-26,0.2007532867286483,0,0.8218233305303968,0,0.0,0,0.0
2016-09-27,-0.2063785387347179,0,-0.8444173216237811,0,0.0,0,0.0
2016-09-28,0.2617428516678,0,1.0714311629398428,-1,0.0,0,-1.0
2016-09-29,0.0698800278123529,0,0.2862072704544146,0,0.0,0,0.0
2016-09-30,-0.2973012501317056,0,-1.2165305008411471,1,0.0,0,1.0
2016-10-03,0.0352950128592465,0,0.1446635387536579,0,0.0,0,0.0
2016-10-04,0.118498736841541,0,0.4851857446807633,0,0.0,0,0.0
2016-10-05,-0.0862956228537928,0,-0.3529621624937276,0,0.0,0,0.0
2016-10-06,0.033168232455624,0,0.1359594096606119,0,0.0,0,0.0
2016-10-07,-0.1456780271250532,0,-0.595992478059984,0,0.0,0,0.0
2016-10-10,-0.0400818008387228,0,-0.1638260053159191,0,0.0,0,0.0
2016-10-11,0.3130128625966275,0,1.281260439609073,-1,-0.289079874003655,-1,-1.0
2016-10-12,0.0845593466032485,0,0.3462843172131232,0,0.0,0,0.0
