Date,spread,regime,z_score,gmm_signal
2016-07-06,-0.12475440343381031,1,-0.40884620252491566,0
2016-07-07,0.1800096846113048,1,0.5989415468460141,0
2016-07-08,-0.06532826129461689,1,-0.21233703235198773,0
2016-07-11,0.12021529769938796,1,0.4012146722739196,0
2016-07-12,0.5637524095007664,0,1.8678942621559935,0
2016-07-13,-0.22931909597071728,1,-0.7546186222065718,0
2016-07-14,0.15927745292332543,1,0.5303846205812226,0
2016-07-15,-0.02322112815397072,1,-0.07309801238585541,0
2016-07-18,0.20336245683422066,1,0.6761640237824058,0
2016-07-19,-0.102331445298931,1,-0.33469841609135326,0
2016-07-20,0.10584079724264062,1,0.35368136362013775,0
2016-07-21,-0.1016212263119923,1,-0.33234987824688944,0
2016-07-22,-0.135446491530052,1,-0.444202584137017,0
2016-07-25,0.0036406835331935228,1,0.015728085590050435,0
2016-07-26,0.12109926349812938,1,0.40413775257694606,0
2016-07-27,0.276988982220509,1,0.9196307353264022,0
2016-07-28,-0.19396242168304706,1,-0.6377018836427504,0
2016-07-29,0.11223033282081796,1,0.3748101512051881,0
2016-08-01,-0.11240054253386698,1,-0.3679947040683377,0
2016-08-02,0.07983675271297552,1,0.26769171280795545,0
2016-08-03,0.30691976029394163,1,1.018605229549226,-1
2016-08-04,0.04708907700651496,1,0.15940235821556833,0
2016-08-05,0.27119911069676084,1,0.9004849047612168,0
2016-08-08,0.18250206892823434,1,0.6071833131165663,0
2016-08-09,0.035893211001535336,1,0.12238009395933268,0
2016-08-10,-0.27450526124082714,1,-0.9040393236165285,0
2016-08-11,0.04900237344241257,1,0.16572920834210697,0
2016-08-12,0.09315116779373903,1,0.3117195524871722,0
2016-08-15,0.2130920194181607,1,0.7083375454126217,0
2016-08-16,0.22031807606106651,1,0.7322325240096501,0
2016-08-17,-0.1753627994501763,1,-0.5761970273801597,0
2016-08-18,0.08808744190250783,1,0.2949749256773371,0
2016-08-19,0.14057466454617046,1,0.46853861659014995,0
2016-08-22,-0.15844295098596467,1,-0.5202468131904852,0
