,spread,regime,z_score,signal
0,-0.08304764516688787,1,-0.3898975563550201,0
1,0.16253083797777382,1,0.7570388823021905,0
2,-0.14996429896422037,1,-0.7024214697304432,0
3,0.08375290395485216,1,0.38911868857822113,0
4,0.10541947901035842,1,0.49030908650662247,0
5,-0.08708977237488452,1,-0.40877568820588,0
6,0.05293133447277956,1,0.24517130083102,0
7,0.0013142888668514346,1,0.00410184839696244,0
8,0.13659311833946255,1,0.6359007621871238,0
9,-0.12481124538790714,1,-0.5849480114666881,0
10,0.12172990265117145,1,0.5664844051421921,0
11,-0.08952866625641037,1,-0.42016616601534,0
12,-0.06766093427934633,1,-0.31803629570210923,0
13,0.1156290699164715,1,0.5379914065700889,0
14,-0.012775633148843835,1,-0.061702959787799924,0
15,0.10536418753674703,1,0.49005085620476574,0
16,0.009178057071794326,1,0.04082836524774894,0
17,-0.15957683572414572,1,-0.7473153404666505,0
18,-0.0006407775804191246,1,-0.005028987984374023,0
19,0.05741074963198178,1,0.2660917186305556,0
20,0.1135739032091114,1,0.5283930673589214,0
21,0.12615223067916315,1,0.5871382062979348,0
22,0.11188953756338593,1,0.5205264973306062,0
23,-0.0027100334002647802,1,-0.014693128222940657,0
24,-0.04281103074936282,1,-0.20197865298564435,0
25,-0.06077277252073343,1,-0.2858661983256852,0
26,0.05450351519384797,1,0.2525139284670313,0
27,0.09288778696475297,1,0.43178175112655603,0
28,0.1345890028963322,1,0.6265408500337132,0
29,0.11349508595695654,1,0.5280249635359249,0
30,-0.07805141329049065,1,-0.3665634257681596,0
31,0.09838915036275796,1,0.4574750205965451,0
32,0.07210081815895263,1,0.334699418556894,0
33,-0.08884562269491239,1,-0.4169761163829756,0
34,-0.0026970428234668886,1,-0.014632457737082577,0
35,-0.025776682441849552,1,-0.12242235581950786,0
36,-0.06727413253017037,1,-0.31622979777531435,0
37,0.12063561667917012,1,0.5613737112429207,0
38,-0.15300657131041376,1,-0.7166299336214468,0
39,-0.006589654927917187,1,-0.032812302351247116,0
40,-0.010719419826751952,1,-0.052099732523909884,0
41,0.10611977558615891,1,0.4935797136819655,0
42,-0.12323330091981165,1,-0.5775784651389253,0
43,0.030401750674111383,1,0.13995035363894767,0
44,-0.018139493544945543,1,-0.08675404268961676,0
45,0.05074111074850984,1,0.23494219864743546,0
46,0.41607952483450794,3,1.9411989284344582,0
47,-0.036933657571434075,1,-0.17452928781718968,0
48,0.24882346473318406,3,1.160055289708393,0
49,-0.02529635593472498,1,-0.12017906493172435,0
50,0.057145287049360505,1,0.2648519165713131,0
51,0.05351757733048407,1,0.2479092577024604,0
52,-0.22809529364325354,1,-1.067320233003319,1
53,0.0381231319972451,1,0.1760118745135292,0
54,-0.07898209038481863,1,-0.37091000963185905,0
55,-0.18727655619976594,1,-0.8766826138013978,0
56,-0.02808454296608065,1,-0.1332008625383556,0
57,-0.06287400525954029,1,-0.29567968183359267,0
58,0.17026603314874328,1,0.7931649186230685,0
59,-0.12556636804189894,1,-0.5884746953863398,0
60,0.2170829374014142,3,1.011816051022496,0
61,0.01610018454240658,1,0.0731570942447374,0
62,0.16077108190745226,1,0.7488202129205938,0
63,0.21980132115320922,3,1.0245118431752263,0
64,0.12627779077542498,1,0.58772461536684,0
65,-0.06688432139252978,1,-0.31440924496372685,0
66,0.13986198337967298,1,0.6511674923161698,0
67,0.061309708110448946,1,0.28430120300598943,0
68,0.10795389822640811,1,0.5021457006614877,0
69,-0.15531628343974407,1,-0.727417087976403,0
70,-0.009783288181474115,1,-0.04772767402106129,0
71,0.021339351948076853,1,0.09762581776172692,0
72,-0.11680959198943605,1,-0.547577523080677,0
73,0.0957983593612238,1,0.44537513070979823,0
74,-0.01600367115805243,1,-0.07677901356385851,0
75,0.03922390905269994,1,0.1811528840171804,0
76,0.06833445465033713,1,0.3171091985427273,0
77,0.0969984205072966,1,0.45097983124961233,0
78,0.23990358694782443,3,1.1183963759086382,0
79,-0.06613345212732205,1,-0.3109024258405417,0
80,0.02570189470341866,1,0.11800040102012307,0
81,-0.08112913121456168,1,-0.38093743276512493,0
82,-0.23686151371452377,1,-1.1082615121426047,1
83,0.1999154011900412,1,0.9316377202882349,0
84,0.12240789950818454,1,0.5696508849194343,0
85,-0.16314156908362057,1,-0.763963877959531,0
86,-0.16041912914163414,1,-0.7512491419959543,0
87,-0.0424985114988643,1,-0.20051908001496413,0
88,-0.013589549082636432,1,-0.06550422865515644,0
89,-0.1709976576349589,1,-0.8006545281723183,0
90,-0.3189895389568238,0,-1.491827790340788,0
91,0.242874750626819,3,1.1322727377340605,0
92,-0.17059592700445847,1,-0.7987783072072501,0
93,0.12494045910916135,1,0.5814788140288442,0
94,0.20130249465986838,1,0.9381159264567742,0
95,0.11563496010601321,1,0.5380189157921083,0
96,0.03223481756466846,1,0.14851140990232367,0
97,0.051714358988723064,1,0.23948760448375217,0
98,-0.08650962543260715,1,-0.40606620136748495,0
99,0.0003354743667855209,1,-0.0004695537977091928,0
100,-0.1060097770078324,1,-0.49713865248198247,0
101,0.030180055172103648,1,0.13891495898106435,0
102,-0.14321478225126863,1,-0.6708988926614657,0
103,0.13307229711866203,1,0.6194573095669081,0
104,-0.36306695808546446,0,-1.6976845798821776,0
105,-0.029763482961180053,1,-0.14104209290202774,0
106,0.04522735516193188,1,0.20919105337152452,0
107,-0.03588542512934842,1,-0.16963367982818495,0
108,-0.09558163632668681,1,-0.44843562939341636,0
109,-0.1909359966606912,1,-0.8937734662082811,0
110,0.015849990745446185,1,0.07198860269456016,0
111,-0.12692283974561747,1,-0.5948098873179788,0
112,0.10267605635456376,1,0.477496354013625,0
113,0.20029340154383246,1,0.933403112655013,0
