Date,spread,regime,z_score,gmm_signal
2016-07-06,0.06976065104558954,2,0.4029275862585971,0
2016-07-07,-0.07043783383988358,2,-0.4050797677137956,0
2016-07-08,0.042160327244754825,2,0.2438583593599511,0
2016-07-11,-0.10325153126633863,2,-0.5941952838569227,0
2016-07-12,-0.09202462018779611,2,-0.5294911130431879,0
2016-07-13,0.01619387543764373,2,0.09420564354169708,0
2016-07-14,-0.011518161094731583,2,-0.06550741847892529,0
2016-07-15,-0.044585434080235756,2,-0.25608436922076955,0
2016-07-18,-0.07840923913170467,2,-0.45102144891347073,0
2016-07-19,0.026812776063989935,2,0.1554056615318974,0
2016-07-20,-0.09666776141911493,2,-0.5562509761294598,0
2016-07-21,0.03651901251410972,2,0.21134571279206837,0
2016-07-22,0.04969541697350577,2,0.28728541863699086,0
2016-07-25,-0.03491067883888314,2,-0.20032575393129815,0
2016-07-26,-0.14312744423889623,1,-0.8240125386903822,0
2016-07-27,-0.13589521158562454,1,-0.7823309386769692,0
2016-07-28,-0.02970200492926866,2,-0.1703065506078768,0
2016-07-29,0.14489007664488301,2,0.8359217689955954,0
2016-08-01,-0.020220568868189064,2,-0.11566209371642318,0
2016-08-02,0.02396576315706278,2,0.13899744308695028,0
2016-08-03,-0.030609143103731862,2,-0.1755346692757363,0
2016-08-04,-0.09193779950291298,2,-0.5289907385069024,0
2016-08-05,0.02738623684690822,2,0.15871069389505918,0
2016-08-08,-0.04815959393409393,2,-0.2766833610611552,0
2016-08-09,0.02952535195690892,2,0.1710390777665822,0
2016-08-10,0.04131141318453729,2,0.23896580432195152,0
2016-08-11,-0.04971926889042555,2,-0.2856722516012491,0
2016-08-12,0.00409822892443748,2,0.02449468096100331,0
2016-08-15,-0.09954048500323498,2,-0.5728073731817894,0
2016-08-16,-0.07281061372653064,2,-0.41875483416929093,0
2016-08-17,-0.07319736556764621,2,-0.4209838049890471,0
2016-08-18,-0.07192277313834172,2,-0.41363793347669187,0
2016-08-19,-0.009437037179505059,2,-0.05351325585010299,0
2016-08-22,0.09624994229983277,2,0.5555935879805807,0
2016-08-23,-0.017213621786873634,2,-0.09833212501745017,0
2016-08-24,0.08894114458997504,2,0.5134707197977623,0
2016-08-25,-0.06850596035418464,2,-0.39394578160357363,0
2016-08-26,0.007509607311693228,2,0.044155512719184,0
2016-08-29,0.06780001667448088,2,0.3916278422449513,0
2016-08-30,0.04645915759519276,2,0.26863385204427664,0
2016-08-31,0.014543083554752922,2,0.08469161789196687,0
2016-09-01,-0.08960243662072162,2,-0.5155313178537745,0
2016-09-02,0.0719980000725497,2,0.41582212266292096,0
2016-09-06,-0.03778951790429205,2,-0.21691739639914367,0
2016-09-07,-0.07730473968420373,2,-0.4446558760132484,0
2016-09-08,-0.16269834617361054,1,-0.9368057168765768,0
2016-09-09,-0.11837976216858648,1,-0.6813839708929782,0
2016-09-12,-0.03414531750483296,2,-0.19591473916987728,0
2016-09-13,-0.17322774475404268,1,-0.9974899068151886,0
2016-09-14,-0.07260200707791517,2,-0.4175525693494783,0
2016-09-15,-0.07050832212487057,2,-0.40548601356363423,0
2016-09-16,-0.10714968700342065,2,-0.6166615644666236,0
2016-09-19,0.07268888633746384,2,0.4198039145008654,0
2016-09-20,-0.018658170713762467,2,-0.10665750854104948,0
2016-09-21,-0.03769442000821621,2,-0.21636931772739945,0
2016-09-22,0.09577967222257855,2,0.5528832756609791,0
2016-09-23,0.024802141899362473,2,0.1438177531996907,0
2016-09-26,-0.004246370387031517,2,-0.02359783312805978,0
2016-09-27,-0.09940083510183911,2,-0.5720025274846227,0
2016-09-28,0.07518597727854154,2,0.4341954241207934,0
2016-09-29,-0.13517941570171227,1,-0.7782055849784842,0
2016-09-30,0.0439192296715708,2,0.253995459607134,0
2016-10-03,-0.10596104817457314,2,-0.6098110702140609,0
2016-10-04,-0.0707470786735967,2,-0.40686204160942496,0
2016-10-05,-0.16258019636786625,1,-0.9361247828993674,0
2016-10-06,0.04522770666114853,2,0.26153661835036957,0
2016-10-07,-0.0057608640211604945,2,-0.032326329694340336,0
2016-10-10,-0.02699855500176937,2,-0.15472573014252028,0
2016-10-11,0.00525457454190148,2,0.031159059419928234,0
2016-10-12,0.10440583086478529,2,0.6025985035047698,0
2016-10-13,-0.05079989624229597,2,-0.29190024220990857,0
2016-10-14,-0.019469313760472062,2,-0.11133237751271008,0
2016-10-17,-0.03245387547792228,2,-0.1861664341316435,0
2016-10-18,-0.05612624650651335,2,-0.3225976508647604,0
2016-10-19,0.04576035488891873,2,0.26460643529932065,0
2016-10-20,-0.05931815276776603,2,-0.3409935966867821,0
2016-10-21,0.036728813848128296,2,0.2125548629544165,0
2016-10-24,-0.07305388215340386,2,-0.42015686556829945,0
2016-10-25,-0.14813728580612429,1,-0.8528858095525003,0
2016-10-26,0.06913293111121628,2,0.3993098415759567,0
2016-10-27,-0.10966447370679752,2,-0.6311550602534033,0
2016-10-28,-0.06468366737412115,2,-0.37191672159303735,0
2016-10-31,0.00597432352933519,2,0.03530719608014746,0
2016-11-01,-0.06364143424605162,2,-0.36591000880493724,0
2016-11-02,-0.028801550968023615,2,-0.16511695513404614,0
2016-11-03,-0.03392030862215388,2,-0.1946179431876502,0
2016-11-04,0.02882233641152142,2,0.16698738112311248,0
2016-11-07,-0.015029057178427507,2,-0.08574180158924606,0
2016-11-08,-0.07856204309365261,2,-0.4519021055416142,0
2016-11-09,0.4246825246890872,3,2.4484524307237425,0
2016-11-10,0.12658159055055412,2,0.7304042848629844,0
2016-11-11,-0.08293700416980751,2,-0.47711636321182965,0
2016-11-14,0.17471687492977758,3,1.0078228589348572,0
2016-11-15,-0.19545990794207174,1,-1.125620759051689,0
2016-11-16,-0.06310145034873121,2,-0.36279791411705253,0
2016-11-17,-0.05046193574396962,2,-0.28995247103233174,0
2016-11-18,0.03347296218155546,2,0.19379037992749107,0
2016-11-21,-0.08302667660863344,2,-0.4776331732906203,0
2016-11-22,0.1016397665112701,2,0.5866568166810718,0
2016-11-23,-0.02424450005043055,2,-0.13885325722853928,0
2016-11-25,0.0019691722592034,2,0.012224267026513445,0
2016-11-28,-0.1398049046370462,1,-0.8048637124077559,0
2016-11-29,0.08596262195206367,2,0.4963045699825797,0
2016-11-30,0.00025566429485696096,2,0.0023487891466119977,0
2016-12-01,0.2539613901668416,3,1.4645335796379428,0
2016-12-02,0.0013842849742600333,2,0.008853380188005569,0
2016-12-05,0.024145007477639147,2,0.14003048370291554,0
2016-12-06,0.014767034282040348,2,0.08598231539646219,0
2016-12-07,0.06517328354007068,2,0.3764891644535317,0
2016-12-08,0.24035908437780795,3,1.3861392723278552,0
2016-12-09,-0.021863967188053085,2,-0.12513350796915731,0
2016-12-12,0.025858358662190606,2,0.14990505801222992,0
2016-12-13,-0.07132592863575363,2,-0.410198133484109,0
2016-12-14,-0.06688803483618166,2,-0.38462117500890236,0
2016-12-15,-0.08618359719402696,2,-0.49582748581110536,0
2016-12-16,-0.008059708606034832,2,-0.04557528407309442,0
2016-12-19,0.05315008772026639,2,0.30719575769105517,0
2016-12-20,0.05782483342725819,2,0.3341377671734389,0
2016-12-21,-0.12066702597773118,1,-0.6945661816691755,0
2016-12-22,-0.10622932612610589,2,-0.6113572392609247,0
2016-12-23,0.007707395872937076,2,0.04529542954601132,0
2016-12-27,0.025049260938586393,2,0.1452419768720266,0
2016-12-28,-0.0028611181624358384,2,-0.015614194891924307,0
2016-12-29,0.013363563608477437,2,0.07789367858808452,0
2016-12-30,0.13395334533286868,2,0.7728899941818623,0
2017-01-03,0.04481124873771136,2,0.2591364421642133,0
2017-01-04,0.17065030838454026,3,0.9843859746015208,0
2017-01-05,0.0374624518226227,2,0.21678304615503474,0
2017-01-06,-0.08075158761179199,2,-0.46452112973400667,0
2017-01-09,-0.1378809551961029,1,-0.7937753950252737,0
2017-01-10,-0.1207930219624832,1,-0.6952923356096677,0
2017-01-11,-0.09526641277872977,2,-0.5481745692564798,0
2017-01-12,0.04592170027824888,2,0.2655363188227752,0
2017-01-13,-0.03380937603760875,2,-0.19397860429478803,0
2017-01-17,0.07420459889696862,2,0.4285394361121626,0
2017-01-18,-0.04773135763187303,2,-0.2742153024247506,0
2017-01-19,-0.08117783998024485,2,-0.46697775434474625,0
2017-01-20,0.030045129194929437,2,0.17403471520939137,0
2017-01-23,0.042362264580609876,2,0.24502218686169452,0
2017-01-24,-0.02823669224461789,2,-0.1618614991079691,0
2017-01-25,-0.1192703423630952,1,-0.6865166607865462,0
2017-01-26,0.07826205890648694,2,0.45192383665556246,0
2017-01-27,-0.2075590123521896,1,-1.1953516505648256,0
2017-01-30,0.038779565268778515,2,0.22437397947631268,0
2017-01-31,0.06503277661738868,2,0.3756793794768693,0
2017-02-01,-0.10743759717681642,2,-0.61832088009744,0
2017-02-02,-0.050880250376229494,2,-0.29236334800733144,0
2017-02-03,0.12708187072522875,2,0.7332875546822973,0
2017-02-06,-0.09395951946225246,2,-0.5406425377125322,0
2017-02-07,-0.011353311234219676,2,-0.06455733760106307,0
2017-02-08,-0.03156073902833201,2,-0.181019011747163,0
2017-02-09,0.1789724156506794,3,1.032348860056956,0
2017-02-10,0.048581447475154305,2,0.2808652668963768,0
2017-02-13,-0.0522471738776461,2,-0.30024135212673797,0
2017-02-14,0.08056825666520584,2,0.4652151696559279,0
2017-02-15,0.010981578363482791,2,0.06416555879719203,0
2017-02-16,-0.03996154627673057,2,-0.2294354696108525,0
2017-02-17,0.04581976304438119,2,0.2649488229259688,0
2017-02-21,0.06255479486443322,2,0.3613980020352156,0
2017-02-22,-0.15903279796765846,1,-0.9156800256170097,0
2017-02-23,0.07435687745784103,2,0.42941706469094326,0
2017-02-24,0.029112273984894244,2,0.16865838128883842,0
2017-02-27,0.022408946100114138,2,0.13002502350743952,0
2017-02-28,-0.13362883803985065,1,-0.7692691249681427,0
2017-03-01,0.06723169229519343,2,0.38835241256908015,0
2017-03-02,-0.04865789045197111,2,-0.2795551984510707,0
2017-03-03,-0.04038511062952627,2,-0.23187660235361404,0
2017-03-06,-0.0726940409286258,2,-0.4180829889774032,0
2017-03-07,-0.06179643295156638,2,-0.3552766940779596,0
2017-03-08,-0.01897543564653531,2,-0.10848600475516638,0
2017-03-09,-0.03325492407359204,2,-0.1907831256509503,0
2017-03-10,-0.08018414081852226,2,-0.46125075785855785,0
2017-03-13,-0.05234747999613573,2,-0.30081944739969513,0
