,spread,regime,z_score,signal,minhash_signal,final_signal
0,-0.2608755309185568,2,-0.7638149018365803,0,0.0,0
1,0.2389978943425166,2,0.6989197989553394,0,0.0,0
2,-0.2639835232391869,2,-0.772909540573989,0,0.0,0
3,0.1627037014251719,2,0.4756669557164177,0,0.0,0
4,-0.0893769695022767,2,-0.2619740672523658,0,0.0,0
5,-0.0945617621012922,2,-0.2771458600857778,0,0.0,0
6,-0.1102887229409598,2,-0.3231662528405291,0,0.0,0
7,-0.1573833140921368,2,-0.4609749244266541,0,0.0,0
8,0.2012781635709885,2,0.5885439391559777,0,0.0,0
9,0.1765421262832371,2,0.5161610952750902,0,0.0,0
10,0.1257113559960077,2,0.3674195783035071,0,0.0,0
11,0.0278579866865918,2,0.0810800538458225,0,0.0,0
12,-0.042693698961322,2,-0.1253690062190698,0,0.0,0
13,0.3248131953373629,2,0.9500334054818432,0,0.0,0
14,-0.3262811154497326,2,-0.9552053884769997,0,0.0,0
15,-0.1098327209704818,2,-0.3218318952369031,0,0.0,0
16,0.1366201243432387,2,0.3993409271850993,0,0.0,0
17,-0.0157653219663046,2,-0.0465709155903338,0,0.0,0
18,0.2498286410012638,2,0.7306128399785973,0,0.0,0
19,-0.3115476912335179,2,-0.9120922926942232,0,0.0,0
20,-0.1144316621758535,2,-0.335289363764032,0,0.0,0
21,0.3426833437445884,2,1.002325215493344,-1,-0.29905727704846413,-1
22,0.011845037762739,2,0.0342227998505838,0,0.0,0
23,-0.0417214492591803,2,-0.1225239992527274,0,0.0,0
24,0.0195836048019978,2,0.0568674734233319,0,0.0,0
25,0.0347000286245048,2,0.1011013065492082,0,0.0,0
26,-0.190801529044966,2,-0.5587636448902327,0,0.0,0
27,0.1236644793390269,2,0.3614299870127858,0,0.0,0
28,-0.0180336392238984,2,-0.0532084886186553,0,0.0,0
29,0.0847008704928986,2,0.2474142785410893,0,0.0,0
30,-0.1291301127626744,2,-0.3783001193567888,0,0.0,0
31,-0.240732759765519,2,-0.7048729200333455,0,0.0,0
32,0.0187142205259646,2,0.0543234723130259,0,0.0,0
33,-0.0132675397841632,2,-0.0392618799661058,0,0.0,0
34,0.0570805192898243,2,0.1665913259472485,0,0.0,0
35,0.1060675301998718,2,0.3099376154779928,0,0.0,0
36,0.0124556778921265,2,0.0360096612075057,0,0.0,0
37,0.0530333774444467,2,0.1547485383192223,0,0.0,0
38,-0.2005777949279811,2,-0.5873710535433047,0,0.0,0
39,0.1294150390891277,2,0.3782573334376464,0,0.0,0
40,0.1463528006102165,2,0.4278207834604096,0,0.0,0
41,0.1879749144945894,2,0.5496158364124402,0,0.0,0
42,-0.2708172239409736,2,-0.79290638506739,0,0.0,0
43,0.0249484708223465,2,0.0725661989336245,0,0.0,0
44,0.0443797114849133,2,0.1294260929792638,0,0.0,0
45,-0.273439751368521,2,-0.8005804514974043,0,0.0,0
46,0.6476397846718953,1,1.8946918543907805,0,0.0,0
47,-0.0908630368885755,2,-0.2663226127516971,0,0.0,0
48,0.39753137140438,2,1.162822071844671,-1,-0.09929884553651405,-1
49,0.1941522667945609,2,0.5676920675372812,0,0.0,0
50,-0.2050113720197274,2,-0.6003446319193633,0,0.0,0
51,0.0720458385644791,2,0.2103829954084422,0,0.0,0
52,-0.2683301172985355,2,-0.7856285883160141,0,0.0,0
53,0.1649625464779385,2,0.4822768110826402,0,0.0,0
54,-0.3766852673265612,2,-1.10269853031729,1,-0.007046827169129466,0
55,-0.0499763351913404,2,-0.1466795304209291,0,0.0,0
56,0.3348009351876946,2,0.9792596314088012,0,0.0,0
57,-0.0623936239661376,2,-0.1830151271195604,0,0.0,0
58,0.170464267408914,2,0.4983760028242454,0,0.0,0
59,-0.4524908427745659,1,-1.3245215761481108,0,0.0,0
60,0.2661950387917691,2,0.7785043596420662,0,0.0,0
61,-0.2813574627186135,2,-0.8237493389744402,0,0.0,0
62,0.1781452184866352,2,0.5208520799843787,0,0.0,0
63,0.3712357916994585,2,1.085875679081863,-1,-0.0987770980236232,-1
64,-0.3583707745725364,2,-1.0491064753591317,1,0.003018609396980415,1
65,-0.1023743767984677,2,-0.3000072126681982,0,0.0,0
66,0.1559130844672256,2,0.455796183312411,0,0.0,0
67,0.1682369579561756,2,0.4918584272515478,0,0.0,0
68,0.406958235628261,2,1.1904070578093138,-1,-0.04928836535190695,-1
69,-0.0783715116083583,2,-0.2297697844359086,0,0.0,0
70,0.1764742874060784,2,0.515962584462816,0,0.0,0
71,-0.054662047131426,2,-0.16039090835445,0,0.0,0
72,-0.0601609032491486,2,-0.1764817170503791,0,0.0,0
73,0.0774588571392527,2,0.2262226254132124,0,0.0,0
