Date,spread,regime,z_score,signal
2016-07-06,-0.013179442033027483,0,-0.06006264553935266,0
2016-07-07,-0.2885960186173475,0,-1.218189828808477,1
2016-07-08,-0.15385084085117007,0,-0.651586122086182,0
2016-07-11,-0.13097277135733898,0,-0.5553838000977157,0
2016-07-12,-0.21310553767215412,0,-0.900752225215572,0
2016-07-13,0.13663658534906498,0,0.5699140100141779,0
2016-07-14,-0.02021923715121267,0,-0.08966499624796902,0
2016-07-15,0.055642152810821646,0,0.22933228040547002,0
2016-07-18,-0.18016164554791786,0,-0.7622231015697305,0
2016-07-19,0.11363243893256254,0,0.47318153434673016,0
2016-07-20,-0.1536783680620169,0,-0.6508608737079989,0
2016-07-21,0.07814401143402122,0,0.3239526350289971,0
2016-07-22,-0.005802010165346427,0,-0.02904053171222232,0
2016-07-25,-0.223180470189414,0,-0.9431173339630059,0
2016-07-26,-0.04802299390513698,0,-0.20657984172701005,0
2016-07-27,0.021421165164405648,0,0.08543296786900159,0
2016-07-28,0.019446769649008447,0,0.07713063129484082,0
2016-07-29,-0.018227624357794153,0,-0.08129026098980137,0
2016-08-01,0.0012933347769713416,0,0.0007954061034288666,0
2016-08-02,0.21925565736934371,0,0.9173273514688104,0
2016-08-03,-0.11682657620401349,0,-0.49589902488891324,0
2016-08-04,-0.12075639643372293,0,-0.5124239257856973,0
2016-08-05,-0.2310554000538924,0,-0.9762314277314255,0
2016-08-08,0.03890568445170223,0,0.1589554018638634,0
2016-08-09,-0.009265703964589853,0,-0.043605370158670775,0
2016-08-10,0.024026342212316185,0,0.09638774188381219,0
2016-08-11,-0.019234894402992128,0,-0.0855258332807065,0
2016-08-12,-0.11406455234715392,0,-0.4842847097698392,0
2016-08-15,-0.15773384120744782,0,-0.6679141453338031,0
2016-08-16,-0.04013874793792682,0,-0.17342657373041012,0
2016-08-17,0.27415313797683366,0,1.1481713528466975,-1
2016-08-18,0.0005724585854001638,0,-0.0022358795351626933,0
2016-08-19,-0.13448254342861127,0,-0.5701423977581392,0
2016-08-22,0.03325261758584007,0,0.13518424586669134,0
2016-08-23,-0.18603090304924236,0,-0.7869033395648066,0
2016-08-24,0.07554662064579257,0,0.31303060224968304,0
2016-08-25,0.11716578040571364,0,0.4880392413830227,0
2016-08-26,-0.12465699343317949,0,-0.5288259429484718,0
2016-08-29,0.09653308767875218,0,0.40127873260218117,0
2016-08-30,-0.026786647910905508,0,-0.1172809699080215,0
2016-08-31,0.07415847925878435,0,0.3071934653044312,0
2016-09-01,-0.06831026986014478,0,-0.29188787238137937,0
2016-09-02,0.13315010549229886,0,0.5552533561562395,0
2016-09-06,0.06438123175091523,0,0.26608012253892466,0
2016-09-07,0.07970040036815745,0,0.330497253202372,0
2016-09-08,0.26132190974993974,0,1.0942160158492293,-1
2016-09-09,0.005655794146794735,0,0.019139555336410076,0
2016-09-12,-0.013791436249925293,0,-0.06263608228518289,0
2016-09-13,-0.017074721142847804,0,-0.0764423009669632,0
2016-09-14,-0.0611444682909211,0,-0.26175566432712033,0
2016-09-15,-0.02829905337083427,0,-0.1236406374959014,0
2016-09-16,0.10054029103250475,0,0.4181290296700747,0
2016-09-19,0.1562451822468628,0,0.6523681940532918,0
2016-09-20,0.0453402449224964,0,0.18601273982817518,0
2016-09-21,0.09024822580101033,0,0.3748508774818621,0
2016-09-22,-0.031914610740160665,0,-0.1388440625185196,0
2016-09-23,-0.08097515252054899,0,-0.3451437259826144,0
2016-09-26,0.08844941852215238,0,0.3672868897475582,0
2016-09-27,-0.21504098774339847,0,-0.9088907961293746,0
2016-09-28,-0.03435829921337197,0,-0.14911977679601876,0
2016-09-29,-0.21636887705501795,0,-0.914474572992886,0
2016-09-30,-0.13133152013139043,0,-0.556892339316183,0
2016-10-03,-0.12832609051603788,0,-0.5442545025595554,0
2016-10-04,-0.15003384169729028,0,-0.6355356340093685,0
2016-10-05,0.0427415437939481,0,0.1750851970655393,0
2016-10-06,-0.040018215054878764,0,-0.1729197327476815,0
2016-10-07,0.07490913600954213,0,0.3103499782461673,0
2016-10-10,-0.04207495874534638,0,-0.18156834354115184,0
2016-10-11,-0.05678037860475371,0,-0.2434046596110788,0
2016-10-12,0.15271231835344531,0,0.6375124952406094,0
2016-10-13,0.13186723127472644,0,0.5498588678414417,0
2016-10-14,0.04899539462653868,0,0.20138265068709352,0
2016-10-17,0.1387512045345643,0,0.5788059873648563,0
2016-10-18,-0.038193521585025536,0,-0.16524689353524682,0
2016-10-19,-0.11083446452957349,0,-0.47070218488234006,0
2016-10-20,0.011114626463169602,0,0.0420939547153675,0
2016-10-21,-0.15146979081095815,0,-0.6415738025283242,0
2016-10-24,-0.1410433633529662,0,-0.5977306569441395,0
2016-10-25,0.16586588442133393,0,0.6928232634197511,0
2016-10-26,0.07710162488075778,0,0.31956939776063686,0
2016-10-27,0.10213069556283194,0,0.4248166834845588,0
2016-10-28,-0.05955056871348613,0,-0.25505331383347285,0
2016-10-31,0.21745849973935144,0,0.9097703005108542,0
2016-11-01,-0.1477300089211353,0,-0.62584801318109,0
2016-11-02,0.05062145947850333,0,0.20822025621604828,0
2016-11-03,0.32019765604799766,1,1.341788631371019,0
2016-11-04,0.04736991909122857,0,0.19454752323569544,0
2016-11-07,-0.027825051577242688,0,-0.12164745912993377,0
2016-11-08,0.11820627927347804,0,0.49241454093057835,0
2016-11-09,0.013180048032567782,0,0.050779056004824845,0
2016-11-10,0.39557847134033497,1,1.658765090703042,0
2016-11-11,-0.3420011977240627,1,-1.4427586997816715,0
2016-11-14,-0.1851722978312173,0,-0.7832929031305744,0
2016-11-15,0.023308128052239127,0,0.09336765009228058,0
2016-11-16,-0.2050005879344461,0,-0.8666708974803988,0
2016-11-17,-0.13762876283715064,0,-0.5833722558398398,0
2016-11-18,-0.05851471364453151,0,-0.25069754146798423,0
2016-11-21,0.011201628058570723,0,0.042459796575256316,0
2016-11-22,-0.2997447215416779,0,-1.2650701439840817,1
2016-11-23,-0.004159632183177178,0,-0.022134329442401537,0
2016-11-25,0.09847967059030302,0,0.4094641171288238,0
2016-11-28,0.22802047222969213,0,0.954183413191671,0
2016-11-29,0.094861526599675,0,0.39424981535913617,0
2016-11-30,-0.04844555295041786,0,-0.20835670324691283,0
2016-12-01,0.4265659990222024,1,1.7890676984681488,0
2016-12-02,0.012147017484841961,0,0.04643516075601295,0
2016-12-05,-0.24108450344879895,0,-1.018403824939703,1
2016-12-06,-0.07231330628684274,0,-0.30872064751376527,0
2016-12-07,-0.2568511032948839,0,-1.084702404698164,1
2016-12-08,-0.15824179299815477,0,-0.6700500834966531,0
2016-12-09,0.1661449438174034,0,0.6939967086652873,0
2016-12-12,0.19471542452013252,0,0.8141356296817803,0
2016-12-13,-0.020011975112726413,0,-0.08879345901586921,0
2016-12-14,-0.08427528936531092,0,-0.35902080715117174,0
2016-12-15,0.04982894981426823,0,0.20488775170039086,0
2016-12-16,0.1700064922492442,0,0.7102345265333628,0
2016-12-19,-0.012394976532936142,0,-0.056763966747902184,0
2016-12-20,-0.04985948753601355,0,-0.21430230063705902,0
2016-12-21,-0.04387476866612641,0,-0.18913654738648086,0
2016-12-22,0.30870141264935635,1,1.2934469078968382,0
2016-12-23,-0.013204652615966851,0,-0.060168656084434,0
2016-12-27,-0.12592873066963772,0,-0.534173600238326,0
2016-12-28,0.056019432637591904,0,0.2309187427328308,0
2016-12-29,0.10856990341384867,0,0.4518935636907846,0
2016-12-30,0.13052925862422976,0,0.5442326905204247,0
2017-01-03,-0.12056592223895468,0,-0.5116229814656125,0
2017-01-04,-0.1828109018996419,0,-0.7733632291336959,0
2017-01-05,0.011384448848366785,0,0.04322855831412982,0
2017-01-06,0.16629490070436448,0,0.6946272776356153,0
2017-01-09,-0.20721050598679697,0,-0.8759636067318376,0
2017-01-10,-0.004464157325090673,0,-0.023414858193476662,0
2017-01-11,0.07192074550918713,0,0.29778379099772195,0
2017-01-12,-0.0007156513283201604,0,-0.007652383961363176,0
2017-01-13,-0.03812275107571339,0,-0.1649493034205752,0
2017-01-17,-0.04703835217716695,0,-0.20243942154938124,0
2017-01-18,0.03933658213811028,0,0.16076732738420024,0
2017-01-19,0.0554890457331666,0,0.22868846487779818,0
2017-01-20,-0.09235341449434593,0,-0.39298933736024805,0
2017-01-23,-0.030874485481625663,0,-0.134470333998423,0
2017-01-24,-0.29431281230141315,0,-1.2422289561869653,1
2017-01-25,-0.02669220475153522,0,-0.11688383625870732,0
2017-01-26,0.06006815201951502,0,0.24794361477134513,0
2017-01-27,0.10183763134693904,0,0.4235843479473218,0
2017-01-30,-0.033249125946435976,0,-0.144455701280576,0
2017-01-31,0.19425749500523232,0,0.8122100352756471,0
2017-02-01,-0.11846176252473013,0,-0.5027749862098252,0
2017-02-02,0.06462091881185644,0,0.2670880070468091,0
2017-02-03,0.015784954828934716,0,0.061732693611424846,0
2017-02-06,0.014035274113191276,0,0.05437528316040982,0
2017-02-07,-0.050971663322888175,0,-0.21897900175406276,0
2017-02-08,-0.11410277742440118,0,-0.48444544628610714,0
2017-02-09,-0.2201981652817634,0,-0.9305767366424607,0
2017-02-10,0.04594952421736764,0,0.18857476032216458,0
2017-02-13,0.16727182018746084,0,0.6987352257601275,0
2017-02-14,-0.09673726304652908,0,-0.4114234281422309,0
2017-02-15,-0.05842757568232873,0,-0.25033112618545744,0
2017-02-16,0.2881973284022209,1,1.2072271979972138,0
2017-02-17,-0.12532147801090032,0,-0.5316201017528022,0
2017-02-21,-0.08558767877065823,0,-0.3645394068818666,0
2017-02-22,0.1566604221645431,0,0.654114278628912,0
2017-02-23,0.2843869524159874,1,1.1912045603518653,0
2017-02-24,0.06376905622423715,0,0.2635059233851532,0
2017-02-27,-0.02654406275288381,0,-0.11626089889687613,0
2017-02-28,0.3418798660060119,1,1.4329623619327196,0
2017-03-01,0.044881488677463444,0,0.18408366902039655,0
2017-03-02,-0.027563408529036493,0,-0.12054724965743596,0
2017-03-03,0.04042201787105152,0,0.16533158652793423,0
2017-03-06,0.07215128032090906,0,0.2987531902817308,0
2017-03-07,0.0720016721310176,0,0.29812408758318665,0
2017-03-08,-0.20837223987211512,0,-0.8808486997389388,0
2017-03-09,0.062084299567100515,0,0.2564215187134315,0
2017-03-10,0.04179201745536906,0,0.17109243716133754,0
2017-03-13,0.04369886746217447,0,0.17911074475446148,0
2017-03-14,-0.004567751391850811,0,-0.023850471424271363,0
2017-03-15,0.10584576000843188,0,0.44043853593587157,0
2017-03-16,-0.25474385669010813,0,-1.075841429062243,1
2017-03-17,0.09744941345996233,0,0.40513188410493717,0
2017-03-20,-0.08840425987432254,0,-0.3763831353185866,0
2017-03-21,0.3296167043229149,1,1.381395745739337,0
2017-03-22,-0.1253000968967794,0,-0.5315301941307589,0
2017-03-23,-0.027678583825139165,0,-0.12103156197774663,0
2017-03-24,-0.040922644302202396,0,-0.176722859304766,0
2017-03-27,-0.08127371150724504,0,-0.34639916704062973,0
2017-03-28,-0.03467729544736731,0,-0.15046115651445185,0
2017-03-29,-0.2675455288621271,0,-1.1296724827975873,1
2017-03-30,0.04789790811233939,0,0.19676771798722265,0
2017-03-31,-0.036811465365589574,0,-0.15943534473021362,0
2017-04-03,0.09682417945941324,0,0.4025027740458398,0
2017-04-04,0.0801748711900644,0,0.33249240383322104,0
2017-04-05,0.12831746761214785,0,0.5349321054700613,0
2017-04-06,-0.08196525953920708,0,-0.3493071277170864,0
2017-04-07,0.013316216458160501,0,0.051351644471131656,0
2017-04-10,-0.04217338381705879,0,-0.18198222113878604,0
2017-04-11,0.06600548079548166,0,0.27291009259461363,0
2017-04-12,0.08060883308351913,0,0.3343172143495154,0
2017-04-13,0.012582915839679187,0,0.0482681140957867,0
2017-04-17,0.03008137856331561,0,0.12184918026469414,0
2017-04-18,-0.12433580102372313,0,-0.5274753283084077,0
2017-04-19,-0.12111222084627064,0,-0.5139201680589582,0
2017-04-20,-0.10118957000407319,0,-0.4301453866377518,0
2017-04-21,0.07932328087157117,0,0.32891146506371355,0
2017-04-24,0.0682717083641673,0,0.2824395834601179,0
2017-04-25,0.00680991402955794,0,0.023992631449532956,0
2017-04-26,0.122466971354314,0,0.5103307585364744,0
2017-04-27,-0.011146874850058108,0,-0.05151569700193628,0
2017-04-28,0.014142139114569907,0,0.05482465067696086,0
2017-05-01,-0.041566408888881363,0,-0.17942989051074962,0
2017-05-02,0.1023824959421944,0,0.4258755045174601,0
2017-05-03,0.04912640447950763,0,0.20193354734655067,0
2017-05-04,0.057237853807190486,0,0.23604220586886565,0
2017-05-05,-0.05553349097754334,0,-0.23816149497130568,0
2017-05-08,0.004738866610985881,0,0.015283873454520534,0
2017-05-09,-0.21213585579077782,0,-0.8966747112188731,0
2017-05-10,-0.14092114210236073,0,-0.5972167163728973,0
2017-05-11,0.10420813673432208,0,0.43355232722170545,0
2017-05-12,0.08469900075703954,0,0.3515163765262422,0
2017-05-15,0.005669214413814572,0,0.01919598758255574,0
2017-05-16,-0.09584917095915091,0,-0.40768899937111447,0
2017-05-17,0.33830011787810366,1,1.4179095148325087,0
2017-05-18,-0.06696719189382093,0,-0.28624022719843495,0
2017-05-19,-0.04916531482257158,0,-0.21138330317041706,0
2017-05-22,-0.045742140797948694,0,-0.19698885044667988,0
2017-05-23,0.2518129252958011,0,1.0542307196909575,-1
2017-05-24,0.007832609905057103,0,0.02829306938366792,0
2017-05-25,-0.0038691225354007264,0,-0.02091273586853456,0
2017-05-26,-0.07618365806548034,0,-0.3249954834704235,0
2017-05-30,0.04951391604649936,0,0.2035630341593277,0
2017-05-31,0.10638391758802293,0,0.44270148949348326,0
2017-06-01,-0.09998309548248685,0,-0.42507215917737423,0
2017-06-02,-0.08461472068000767,0,-0.3604481164194747,0
2017-06-05,-0.04627825020896095,0,-0.1992431914518576,0
2017-06-06,-0.054339630376764425,0,-0.23314130906984898,0
2017-06-07,0.042489543115967615,0,0.17402553377660104,0
2017-06-08,-0.013049335396847911,0,-0.0595155469080648,0
2017-06-09,0.42720014173453846,1,1.7917342696757956,0
2017-06-12,-0.016429842369236308,0,-0.07373058460299162,0
2017-06-13,-0.06415417769130127,0,-0.2744114975872282,0
2017-06-14,0.1510889028159953,0,0.6306860300837936,0
2017-06-15,0.341242280152688,1,1.4302813123112341,0
2017-06-16,0.397874979546428,1,1.6684219117014785,0
2017-06-19,-0.154630071013947,0,-0.6548627862751253,0
2017-06-20,0.1959968343216903,0,0.8195239601246911,0
2017-06-21,-0.20596393703839766,0,-0.8707217821370189,0
2017-06-22,-0.08596833886991721,0,-0.36614008326091807,0
2017-06-23,-0.13515592184370645,0,-0.5729739551640881,0
2017-06-26,0.03777027182705416,0,0.15418098980363182,0
2017-06-27,0.1772758983192264,0,0.740802391693398,0
2017-06-28,-0.21202857278524428,0,-0.8962235859941241,0
2017-06-29,0.1669205744346305,0,0.6972582367589367,0
