Date,spread,regime,z_score,signal,minhash_signal,final_signal,lr_signal
2016-07-06,0.0255282713097017,0,0.1212570547390035,0,0.0,0,0.0
2016-07-07,0.1186796477398023,0,0.580059272405772,0,0.0,0,0.0
2016-07-08,0.0071468488289193,0,0.0307222959275639,0,0.0,0,0.0
2016-07-11,0.0779252034886603,0,0.3793297703974843,0,0.0,0,0.0
2016-07-12,-0.0205422242145117,0,-0.1056558082327767,0,0.0,0,0.0
2016-07-13,0.0051075498769115,0,0.0206780548489708,0,0.0,0,0.0
2016-07-14,-0.0504895234110411,0,-0.2531564444129423,0,0.0,0,0.0
2016-07-15,-0.0496766565567445,0,-0.2491527986300059,0,0.0,0,0.0
2016-07-18,0.1557728786673829,0,0.7627560533037971,0,0.0,0,0.0
2016-07-19,-0.0594489948356704,0,-0.2972848890615999,0,0.0,0,0.0
2016-07-20,-0.0922788749239383,0,-0.4589832167458293,0,0.0,0,0.0
2016-07-21,0.0307332682292335,0,0.1468934352322306,0,0.0,0,0.0
2016-07-22,-0.0403753337154175,0,-0.2033406194612132,0,0.0,0,0.0
2016-07-25,0.1163538239911107,0,0.568603799231927,0,0.0,0,0.0
2016-07-26,-0.0402663188501962,0,-0.2028036841647209,0,0.0,0,0.0
2016-07-27,-0.1676232481087376,0,-0.8300798857450036,0,0.0,0,0.0
2016-07-28,0.0292049667239654,0,0.1393660304127576,0,0.0,0,0.0
2016-07-29,0.0093677507364993,0,0.0416609933410439,0,0.0,0,0.0
2016-08-01,-0.0811545154982322,0,-0.404191962228339,0,0.0,0,0.0
2016-08-02,-0.1800609445517574,0,-0.8913397718509873,0,0.0,0,0.0
2016-08-03,0.0465148219824766,0,0.2246229561228692,0,0.0,0,0.0
2016-08-04,-0.0380177378272811,0,-0.1917286576921813,0,0.0,0,0.0
2016-08-05,0.0738367103580238,0,0.3591925508829775,0,0.0,0,0.0
2016-08-08,0.0082610422992809,0,0.036210077801569,0,0.0,0,0.0
2016-08-09,-0.0944827053262576,0,-0.4698378311884217,0,0.0,0,0.0
