Date,spread,regime,z_score,signal,minhash_signal,final_signal,model_signal
2016-07-06,-0.0578280226602152,1,-0.1606771781583267,0,0.0,0,0.0
2016-07-07,-0.4111174076221942,1,-1.100084602717349,1,0.0,0,1.0
2016-07-08,-0.2296600361901036,1,-0.6175838279414094,0,0.0,0,0.0
2016-07-11,-0.2394803969833139,1,-0.6436964716654288,0,0.0,0,0.0
2016-07-12,-0.7274629558258638,0,-1.9412572202889289,0,0.0,0,0.0
2016-07-13,0.2853061280376553,1,0.751727163738401,0,0.0,0,0.0
2016-07-14,-0.1657680550986104,1,-0.4476930699340811,0,0.0,0,0.0
2016-07-15,0.1144096745485816,1,0.2973081971008412,0,0.0,0,0.0
2016-07-18,-0.1847853183908539,1,-0.4982605624542707,0,0.0,0,0.0
2016-07-19,0.1264969768254068,1,0.3294487084919797,0,0.0,0,0.0
2016-07-20,-0.1973939417065971,1,-0.5317872826458551,0,0.0,0,0.0
2016-07-21,0.1414502006480367,1,0.369209794100547,0,0.0,0,0.0
2016-07-22,0.1403589761277271,1,0.3663081942793409,0,0.0,0,0.0
2016-07-25,-0.0291112969874823,1,-0.0843185145407001,0,0.0,0,0.0
2016-07-26,-0.3552342499731397,1,-0.9514895544710684,0,0.0,0,0.0
2016-07-27,-0.2114721537094818,1,-0.569221684705371,0,0.0,0,0.0
2016-07-28,0.1256442139182568,1,0.3271811854911076,0,0.0,0,0.0
2016-07-29,-0.0536934313869282,1,-0.1496831718140354,0,0.0,0,0.0
2016-08-01,0.2528874565578078,1,0.665524911480564,0,0.0,0,0.0
2016-08-02,0.2056704480485306,1,0.5399734223978815,0,0.0,0,0.0
2016-08-03,-0.488026642095939,0,-1.3045886409282963,0,0.0,0,0.0
2016-08-04,0.0340753635466328,1,0.0836967742436672,0,0.0,0,0.0
2016-08-05,-0.5120829023302813,0,-1.3685549824975376,0,0.0,0,0.0
2016-08-08,-0.1277562994193715,1,-0.3466186334365239,0,0.0,0,0.0
2016-08-09,0.0555065538165394,1,0.1406829734153576,0,0.0,0,0.0
2016-08-10,0.1864387439407305,1,0.488835725102691,0,0.0,0,0.0
2016-08-11,-0.1377589428787712,1,-0.3732159724196582,0,0.0,0,0.0
2016-08-12,0.0102639996959686,1,0.0203816197490096,0,0.0,0,0.0
2016-08-15,-0.4566266302716061,1,-1.221095036267081,1,0.2398278179862505,1,1.0
2016-08-16,-0.2481380828096583,1,-0.6667175266162945,0,0.0,0,0.0
2016-08-17,0.3995707664829107,1,1.0555603789129164,-1,-0.1191232202342595,-1,0.0
2016-08-18,0.0908320677381775,1,0.234614609821363,0,0.0,0,0.0
2016-08-19,-0.1718287487880202,1,-0.4638086423009732,0,0.0,0,0.0
2016-08-22,0.1385422280328325,1,0.3614774047862429,0,0.0,0,0.0
