,spread,regime,z_score,signal
0,0.1396678849322729,0,0.47857013352766475,0
1,0.06312331485705994,0,0.21646444121675137,0
2,0.00753859180431693,0,0.026129943246040007,0
3,-0.003866847721512634,0,-0.012924827328677294,0
4,0.4896938200890361,1,1.677137059579905,0
5,-0.12430969304147457,0,-0.42534801195778044,0
6,0.19536447324265782,0,0.66928768310832,0
7,0.09719331267005754,0,0.33312771798520735,0
8,0.011690707552213242,0,0.04034771429874889,0
9,-0.2346168822283271,0,-0.8030644477582783,0
10,-0.06677865882439077,0,-0.2283489101532408,0
11,-0.05270410321485819,0,-0.1801544903742788,0
12,-0.27876172689547585,0,-0.9542262488118531,0
13,-0.2345713877812517,0,-0.8029086646173542,0
14,0.396347511717005,1,1.3574984652749367,0
15,0.09311351922013592,0,0.31915759462274673,0
16,-0.16767082331726918,0,-0.5738262000141425,0
17,0.04029714263172038,0,0.13830253282727345,0
18,-0.5030035996959467,1,-1.7220804709690956,0
19,0.3995415268391028,1,1.3684354859415413,0
20,0.428599026056259,1,1.467934848752684,0
21,-0.20907489657684136,0,-0.715602988041412,0
22,0.21422490078602774,0,0.7338699965719316,0
23,0.22788204355273506,0,0.7806351016125566,0
24,-0.16111609411843983,0,-0.5513813442538765,0
25,-0.10202814732609312,0,-0.3490510262963704,0
26,0.2523127652723792,0,0.8642913455981268,0
27,-0.013386763066025514,0,-0.04552314226679793,0
28,0.31857804570486387,1,1.0911984558852035,0
29,0.29171603842571026,0,0.9992169474928361,0
30,-0.12976612818601932,0,-0.44403206374231874,0
31,0.1548865887875173,0,0.5306823722682323,0
32,0.13649294564124664,0,0.46769843276428125,0
33,-0.1586375418857116,0,-0.5428942282082884,0
34,0.167372427586986,0,0.5734366710957198,0
35,-0.08726340652558193,0,-0.2984932583775412,0
36,-0.10632032488263192,0,-0.3637484002429813,0
37,0.18072983288066127,0,0.619175408128746,0
38,-0.03382874392161289,0,-0.11552104726640036,0
39,0.06363299306943751,0,0.21820969317361452,0
40,-0.2475159561149503,0,-0.8472337557562316,0
41,-0.08349390750097203,0,-0.2855856523835449,0
42,-0.06459605173795951,0,-0.2208751763420815,0
43,-0.07355046865294751,0,-0.2515370984410274,0
44,0.08659925579485891,0,0.29685130270288657,0
45,0.3606616720910457,1,1.235302185490916,0
46,0.2689199770257087,0,0.9211581452899043,0
47,-0.24545414129053866,0,-0.8401736416104691,0
48,-0.04728439425208053,0,-0.16159619723321503,0
49,-0.17411052472850902,0,-0.5958771749560628,0
50,-0.05980031213927267,0,-0.2044534935705727,0
51,-0.10548188165256006,0,-0.36087738348679016,0
52,-0.10906503100823639,0,-0.37314688662202394,0
53,-0.16174358475973571,0,-0.5535300122625134,0
54,-0.021067254621122133,0,-0.07182285959957076,0
55,-0.15483082628303013,0,-0.5298591843444169,0
56,-0.16015492629112227,0,-0.5480900910851867,0
57,0.06903904518787435,0,0.2367212222315145,0
58,-0.019728328104384407,0,-0.06723807636441578,0
59,0.6081715319417258,1,2.082831188608897,0
60,0.28745074696396844,0,0.9846116375356548,0
61,0.2602826220029491,0,0.8915819138766109,0
62,0.23198618535900908,0,0.7946885991816017,0
63,0.1029945170297294,0,0.35299233651314216,0
64,0.4206388268226713,1,1.4406773498993728,0
65,0.0780270100368783,0,0.26749801994426564,0
66,-0.10784042225709467,0,-0.3689535529314354,0
67,-0.057310924639110424,0,-0.1959292751509117,0
68,0.12800928066371453,0,0.43864847036871263,0
69,-0.233025258058867,0,-0.7976143713593227,0
70,-0.26177429237662697,0,-0.8960574815070771,0
71,-0.0652223911249443,0,-0.2230199021990029,0
72,-0.07407869787815977,0,-0.25334587320633173,0
73,-0.12303474779660561,0,-0.42098231487781085,0
74,0.2527963791856343,0,0.8659473475773706,0
75,0.16216922405898293,0,0.5556197408862775,0
76,-0.03666655615328732,0,-0.1252383497334537,0
77,-0.1900270315304732,0,-0.6503788467324012,0
78,-0.07053520831148674,0,-0.24121217404051604,0
79,0.2246396959119095,0,0.7695325796142465,0
80,0.2679442743237997,0,0.9178171214665005,0
81,-0.2179089943695111,0,-0.745852910610901,0
82,-0.3682965782527999,0,-1.2608135635999145,1
83,0.38410374357919064,1,1.3155730704219404,0
84,0.16060299457135033,0,0.550256621545868,0
85,-0.02437911123780572,0,-0.08316339584528193,0
86,0.08439543356768375,0,0.2893049235147046,0
87,-0.12025322424447338,0,-0.4114577574128678,0
88,-0.1486507705853123,0,-0.5086972942772483,0
89,1.2622426384622871,1,4.322516642804845,0
90,0.7319423794363675,1,2.5066501954778997,0
91,-0.2629786620769305,0,-0.9001815121703385,0
92,0.20372882333410308,0,0.6979290847034287,0
93,0.14298707100348337,0,0.4899357674615744,0
94,-0.22634168865800378,0,-0.7747283379907902,0
95,-0.2462160198418281,0,-0.8427824838176476,0
96,0.08952128864747808,0,0.30685699537368505,0
97,0.20249268870879936,0,0.6936962838471908,0
98,-0.08974427828279738,0,-0.3069883169926802,0
99,0.2787948805786611,0,0.9549720190853525,0
