Date,spread,regime,z_score,gmm_signal
2016-07-06,0.0126891895007121,2,0.06676293989469524,0
2016-07-07,-0.06870426786701198,2,-0.3397286361712681,0
2016-07-08,0.03502962526441389,2,0.17833454819436467,0
2016-07-11,-0.09004664555393338,2,-0.4463157873197574,0
2016-07-12,0.003965513364780016,2,0.023195545459497754,0
2016-07-13,0.004250302606437642,2,0.024617827193581514,0
2016-07-14,0.03819078049525064,2,0.1941218487161575,0
2016-07-15,0.06472276242650227,2,0.32662669001639755,0
2016-07-18,-0.20459625072283244,2,-1.0183943185519735,1
2016-07-19,-0.008711112303051494,2,-0.04011349329572819,0
2016-07-20,0.017407341699437973,2,0.090326125258777,0
2016-07-21,-0.06867993267360248,2,-0.339607102433265,0
2016-07-22,-0.03449438245255004,2,-0.16887915159494427,0
2016-07-25,-0.13711887681601811,2,-0.6814018260933598,0
2016-07-26,0.21735061768245534,2,1.0888739202116138,-1
2016-07-27,0.10137854198887486,2,0.5096913501022577,0
2016-07-28,-0.1260302030833724,2,-0.6260232660980475,0
2016-07-29,-0.10091016942852168,2,-0.5005699139316923,0
2016-08-01,-0.06102431742763269,2,-0.3013737700779435,0
2016-08-02,0.2188439742923558,2,1.096331975215279,-1
2016-08-03,0.012933085630310787,2,0.06798099507164945,0
2016-08-04,-0.02453381547373187,2,-0.11913453205583201,0
2016-08-05,-0.07110284273795647,2,-0.3517074918573895,0
2016-08-08,0.022527657864980427,2,0.11589777997647832,0
2016-08-09,0.04964336238446348,2,0.2513178226030794,0
2016-08-10,-0.015242020579612936,2,-0.07272986424662514,0
2016-08-11,0.09371262977891243,2,0.4714065931084282,0
2016-08-12,-0.08899987480688434,2,-0.44108805152245195,0
2016-08-15,0.010985644241732456,2,0.05825517011052422,0
2016-08-16,0.019324805051318672,2,0.09990223524552132,0
2016-08-17,0.04050553427850373,2,0.20568208886308015,0
2016-08-18,0.10110527728260925,2,0.5083266236890367,0
2016-08-19,0.07233235861219722,2,0.36463019603253694,0
2016-08-22,-0.03538381641756473,2,-0.17332112304987338,0
2016-08-23,0.03054421707773669,2,0.15593372259895757,0
2016-08-24,0.013463585785895238,2,0.07063039529767148,0
2016-08-25,0.1355985720310165,2,0.6805914985258671,0
2016-08-26,0.0886190765357231,2,0.44596859658438615,0
2016-08-29,0.011333372443975864,2,0.05999177879559228,0
2016-08-30,-0.02010332769599929,2,-0.09700798751828962,0
2016-08-31,-0.09401639834772771,2,-0.4661413497412108,0
2016-09-01,0.033484694593517376,2,0.17061892431457112,0
2016-09-02,0.13823910466897354,2,0.6937787289049321,0
2016-09-06,-0.008988302121646904,2,-0.04149782232995555,0
2016-09-07,-0.015317193973228426,2,-0.07310529185760539,0
2016-09-08,0.17058276705752612,2,0.8553080056460581,0
2016-09-09,-0.08645277829972287,2,-0.4283674557021944,0
