Date,spread,regime,z_score,gmm_signal
2016-07-06,0.009360201451059397,1,0.03935642526573337,0
2016-07-07,0.22646633424450707,1,0.9079709598744848,0
2016-07-08,0.041065932722993415,1,0.16620709806272158,0
2016-07-11,0.011585594492359436,1,0.048259945014433564,0
2016-07-12,0.17714243877040303,1,0.7106322114887339,0
2016-07-13,-0.10591977254705513,1,-0.4218643595904339,0
2016-07-14,0.07745925679055954,1,0.31181224445390854,0
2016-07-15,0.007270732642158672,1,0.03099672140260243,0
2016-07-18,0.026659024952522384,1,0.10856685857623677,0
2016-07-19,-0.06659180866950679,1,-0.26451808566869867,0
2016-07-20,0.19903231004890093,1,0.7982108538263389,0
2016-07-21,-0.08163592287329371,1,-0.32470770854847053,0
2016-07-22,-0.04850412309109153,1,-0.19215151366682864,0
2016-07-25,0.10894171822033152,1,0.43776964248455813,0
2016-07-26,0.21766138351076328,1,0.8727434511650917,0
2016-07-27,0.19322582447202785,1,0.7749798298926831,0
2016-07-28,-0.16034819485530744,1,-0.6396256826100386,0
2016-07-29,-0.07645526187981619,1,-0.3039805306474371,0
2016-08-01,0.11007735484545109,1,0.44231318285313614,0
2016-08-02,0.007962766945355249,1,0.03376546425878087,0
2016-08-03,0.03492865005028439,1,0.14165259624406826,0
2016-08-04,0.10554317175546585,1,0.4241724823401506,0
2016-08-05,0.11318676212552942,1,0.45475353321423756,0
2016-08-08,-0.04494343150858292,1,-0.17790563114830696,0
2016-08-09,0.10965435088854555,1,0.44062079682775046,0
2016-08-10,-0.0986652708806348,1,-0.3928400040472805,0
2016-08-11,0.06118460911047202,1,0.24669941075054272,0
2016-08-12,-0.0030267844997047683,1,-0.010202359179405445,0
2016-08-15,0.127434618176816,1,0.5117574266276727,0
2016-08-16,0.07795374078044243,1,0.31379061316794316,0
2016-08-17,-0.11704856462882088,1,-0.4663892674338122,0
2016-08-18,-0.006106698370430236,1,-0.0225247100915303,0
2016-08-19,0.2141599410046576,1,0.8587346168048304,0
2016-08-22,-0.03417646712704533,1,-0.13482835076435765,0
2016-08-23,0.08201863462645947,1,0.3300537460000832,0
2016-08-24,-0.0199134071432574,1,-0.07776362831498536,0
2016-08-25,0.0974168013078955,1,0.39165988864437423,0
2016-08-26,0.3082261844916786,1,1.2350819141269547,-1
2016-08-29,-0.139307706046047,1,-0.5554453134981995,0
2016-08-30,0.08066963382433937,1,0.3246565621948924,0
2016-08-31,-0.06109617735488458,1,-0.24253075083245348,0
2016-09-01,0.13540557234573583,1,0.5436482191941411,0
2016-09-02,-0.055065841251715625,1,-0.21840412888772995,0
2016-09-06,-0.03845838500211653,1,-0.15195976964429506,0
2016-09-07,-0.04028832938689011,1,-0.1592811486845281,0
2016-09-08,0.013470022385699054,1,0.055799305770926864,0
2016-09-09,0.1893350885678995,1,0.7594134812448295,0
2016-09-12,-0.12376899919752438,1,-0.49327688718989093,0
2016-09-13,0.13950469478206007,1,0.5600482963431341,0
2016-09-14,0.06553278976123177,1,0.26409593872401893,0
2016-09-15,0.12498498825693188,1,0.5019567631206304,0
2016-09-16,-0.022351850770678777,1,-0.0875195368623381,0
2016-09-19,-0.059546846020760436,1,-0.23633206957721067,0
2016-09-20,0.003318402343043786,1,0.01518394126961599,0
2016-09-21,-0.08650917664611169,1,-0.34420498853518483,0
2016-09-22,-0.10103017626097105,1,-0.40230169524827863,0
2016-09-23,-0.052056612009208636,1,-0.20636457834910904,0
2016-09-26,-0.0076139468013816936,1,-0.02855502290464759,0
2016-09-27,0.16176840701411038,1,0.6491226296670299,0
2016-09-28,-0.03913500702413533,1,-0.15466684988749135,0
2016-09-29,0.12766733301203237,1,0.5126884896321449,0
2016-09-30,0.13770614637424794,1,0.5528525286873703,0
2016-10-03,0.15122344451122122,1,0.606933551085689,0
2016-10-04,0.16281125874842534,1,0.653294949270409,0
2016-10-05,0.13744418672865577,1,0.5518044608473947,0
2016-10-06,-0.009371393876693071,1,-0.035586349260008726,0
2016-10-07,0.04550147359374218,1,0.1839531433706587,0
2016-10-10,-0.07866886292959582,1,-0.31283687211013117,0
2016-10-11,-0.14826127284475932,1,-0.5912674165308716,0
2016-10-12,-0.1816159728927424,1,-0.7247154075498876,0
2016-10-13,-0.1949215853595822,1,-0.7779495020080304,0
2016-10-14,0.10263094253948082,1,0.4125210167985324,0
2016-10-17,-0.04368149183993396,1,-0.17285676806975592,0
2016-10-18,0.03867281966251633,1,0.15663255145481866,0
2016-10-19,0.006214060483646908,1,0.026769108007300764,0
2016-10-20,0.0613932196771686,1,0.2475340355857518,0
2016-10-21,0.0748367151539551,1,0.3013197827539045,0
2016-10-24,0.12584062144392552,1,0.505380044687823,0
2016-10-25,-0.09588162531626632,1,-0.3817029856438896,0
2016-10-26,-0.0010714760717515405,1,-0.002379414252377474,0
2016-10-27,0.21077292952749194,1,0.8451836067062269,0
2016-10-28,-0.13465604512743087,1,-0.5368345988583438,0
