Date,spread,regime,z_score,signal,minhash_signal,final_signal,lr_signal
2016-07-06,-0.0725797602979176,1,-0.2862213857221996,0,0.0,0,0.0
2016-07-07,0.2764734622215112,1,1.165725450116666,-1,0.0,0,-1.0
2016-07-08,-0.0018513626077856,1,0.0079855334659593,0,0.0,0,0.0
2016-07-11,-0.0160705087892051,1,-0.0511614474942097,0,0.0,0,0.0
2016-07-12,0.1338301844197633,1,0.5723762343064492,0,0.0,0,0.0
2016-07-13,-0.1272498389380827,1,-0.5136309684892842,0,0.0,0,0.0
2016-07-14,0.1949828109434291,1,0.8267510885002971,0,0.0,0,0.0
2016-07-15,0.0076094916756833,1,0.0473395819462043,0,0.0,0,0.0
2016-07-18,-0.1315911078416068,1,-0.5316892221919748,0,0.0,0,0.0
2016-07-19,0.0533824668670329,1,0.2377401346651001,0,0.0,0,0.0
2016-07-20,0.1270693071487245,1,0.5442532039836644,0,0.0,0,0.0
2016-07-21,-0.1650482297241491,1,-0.6708598675823882,0,0.0,0,0.0
2016-07-22,-0.0186547156465881,1,-0.0619108998059458,0,0.0,0,0.0
2016-07-25,0.0291273487887903,1,0.136846804724156,0,0.0,0,0.0
2016-07-26,0.2508535461163121,1,1.0591550083516412,-1,0.0,0,-1.0
2016-07-27,0.3422869909192117,0,1.439488127505206,0,0.0,0,-1.0
2016-07-28,-0.1315648833071614,1,-0.5315801367363686,0,0.0,0,0.0
2016-07-29,-0.3325413149513874,0,-1.3675761258230403,0,0.0,0,1.0
2016-08-01,0.1092719542438196,1,0.4702220575296418,0,0.0,0,0.0
2016-08-02,0.0796786974542928,1,0.3471238226885962,0,0.0,0,0.0
2016-08-03,0.1048760825159765,1,0.4519366740000855,0,0.0,0,0.0
2016-08-04,0.0751536434435759,1,0.3283010832638238,0,0.0,0,0.0
2016-08-05,0.2060294307530028,1,0.8727014010728525,0,0.0,0,0.0
2016-08-08,-0.0471571705182908,1,-0.1804717567030777,0,0.0,0,0.0
2016-08-09,0.0763574703723581,1,0.3333086081550906,0,0.0,0,0.0
2016-08-10,-0.0279727649642122,1,-0.1006709265011921,0,0.0,0,0.0
2016-08-11,0.0439066407127015,1,0.1983238081162888,0,0.0,0,0.0
2016-08-12,-0.1245624866914008,1,-0.5024524652135066,0,0.0,0,0.0
2016-08-15,0.1846809323300569,1,0.7838986548573179,0,0.0,0,0.0
2016-08-16,0.1274570426967059,1,0.5458660565967139,0,0.0,0,0.0
2016-08-17,-0.0967301103788976,1,-0.3866789151825616,0,0.0,0,0.0
2016-08-18,-0.0759400102487023,1,-0.3001989225816339,0,0.0,0,0.0
2016-08-19,0.2100737155299106,1,0.8895242982880065,0,0.0,0,0.0
2016-08-22,-0.0750808318363577,1,-0.2966250223946635,0,0.0,0,0.0
2016-08-23,0.0723368147978887,1,0.3165840006662602,0,0.0,0,0.0
2016-08-24,0.1067058490510636,1,0.4595479022012398,0,0.0,0,0.0
2016-08-25,0.2047109047785241,1,0.8672167657991899,0,0.0,0,0.0
2016-08-26,0.3039793198685188,1,1.280140789672467,-1,0.0,0,-1.0
2016-08-29,-0.099959634674603,1,-0.4001126762249863,0,0.0,0,0.0
2016-08-30,0.1687858281299059,1,0.7177802386394195,0,0.0,0,0.0
2016-08-31,-0.0542916931778145,1,-0.2101490292002242,0,0.0,0,0.0
2016-09-01,0.1169774551259828,1,0.5022744120206185,0,0.0,0,0.0
2016-09-02,-0.0240214916652841,1,-0.0842349265052489,0,0.0,0,0.0
2016-09-06,-0.2416032934656779,1,-0.9893038050560454,0,0.0,0,0.0
2016-09-07,-0.06175758769694,1,-0.241204699867031,0,0.0,0,0.0
2016-09-08,0.0411046386332796,1,0.186668399167861,0,0.0,0,0.0
2016-09-09,0.4121078641131275,0,1.729920042666138,0,0.0,0,0.0
2016-09-12,-0.2024119891475888,1,-0.8262808428661454,0,0.0,0,0.0
2016-09-13,0.2149606608453098,1,0.909852386756568,0,0.0,0,0.0
2016-09-14,-0.011693117479455,1,-0.0329529364380873,0,0.0,0,0.0
2016-09-15,0.1041408122009758,1,0.4488781908276746,0,0.0,0,0.0
2016-09-16,-0.1579054951179972,1,-0.6411484360826785,0,0.0,0,0.0
2016-09-19,0.0212162097624748,1,0.1039390630501745,0,0.0,0,0.0
2016-09-20,0.0061037585848524,1,0.0410762265155632,0,0.0,0,0.0
2016-09-21,-0.1279389112946202,1,-0.5164972833180579,0,0.0,0,0.0
2016-09-22,-0.1999668266734151,1,-0.8161097695499812,0,0.0,0,0.0
2016-09-23,-0.190641815202025,1,-0.7773207825802585,0,0.0,0,0.0
2016-09-26,-0.0064230920456276,1,-0.0110313604153647,0,0.0,0,0.0
2016-09-27,0.1744046179436381,1,0.7411525600075114,0,0.0,0,0.0
2016-09-28,-0.0953050684683415,1,-0.3807512085765741,0,0.0,0,0.0
2016-09-29,0.0627064223648165,1,0.2765247291312224,0,0.0,0,0.0
2016-09-30,0.1870076021604289,1,0.7935768376681422,0,0.0,0,0.0
2016-10-03,0.1767748988411914,1,0.7510121505433365,0,0.0,0,0.0
2016-10-04,0.304957966420477,1,1.284211638107167,-1,0.0,0,-1.0
2016-10-05,0.2806276824054285,1,1.1830056425408484,-1,0.0,0,-1.0
