Date,spread,regime,z_score,signal,minhash_signal,final_signal,lr_signal
2016-07-06,-0.0789518620059119,1,-0.3116034210058035,0,0.0,0,0.0
2016-07-07,0.1686209624648515,1,0.6928478021217637,0,0.0,0,0.0
2016-07-08,-0.097475595948154,1,-0.3867578215542044,0,0.0,0,0.0
2016-07-11,-0.0024828504736426,1,-0.0013537305192186,0,0.0,0,0.0
2016-07-12,0.2368584169679662,1,0.969700460668944,0,0.0,0,0.0
2016-07-13,-0.1889821582520191,1,-0.7580177876946745,0,0.0,0,0.0
2016-07-14,0.1185721667402305,1,0.4897900788473176,0,0.0,0,0.0
2016-07-15,-0.0505439760654196,1,-0.1963470884887199,0,0.0,0,0.0
2016-07-18,0.1225312970166118,1,0.5058530423698033,0,0.0,0,0.0
2016-07-19,-0.0526833987452312,1,-0.2050271434669566,0,0.0,0,0.0
2016-07-20,0.1364282517378908,1,0.5622356974426159,0,0.0,0,0.0
2016-07-21,-0.0804165690678534,1,-0.3175460231594759,0,0.0,0,0.0
2016-07-22,-0.0211811650688747,1,-0.0772164388182992,0,0.0,0,0.0
2016-07-25,0.1004290633090691,1,0.4161799705015524,0,0.0,0,0.0
2016-07-26,-0.0916511013261759,1,-0.3631267111540533,0,0.0,0,0.0
2016-07-27,0.1329152560079527,1,0.5479827887668703,0,0.0,0,0.0
2016-07-28,-0.0564381347200884,1,-0.2202608394532938,0,0.0,0,0.0
2016-07-29,0.0285669887614138,1,0.1246215216686478,0,0.0,0,0.0
2016-08-01,0.0137884767597523,1,0.0646622168143809,0,0.0,0,0.0
2016-08-02,0.1401787012346379,1,0.5774520023514396,0,0.0,0,0.0
2016-08-03,0.1470894683251294,1,0.6054903319687265,0,0.0,0,0.0
2016-08-04,0.1540486825307286,1,0.6337252209787125,0,0.0,0,0.0
2016-08-05,0.1965062875283952,1,0.8059840032668698,0,0.0,0,0.0
2016-08-08,-0.013076099805929,1,-0.0443326086390463,0,0.0,0,0.0
2016-08-09,0.0404738391238626,1,0.1729299353070396,0,0.0,0,0.0
2016-08-10,-0.1555327575422398,1,-0.6223070467131269,0,0.0,0,0.0
2016-08-11,0.0299376482283209,1,0.1301825543909154,0,0.0,0,0.0
2016-08-12,0.114849647595464,1,0.4746870928226215,0,0.0,0,0.0
2016-08-15,0.1177993646957625,1,0.4866546702641632,0,0.0,0,0.0
2016-08-16,0.1039668286137082,1,0.430533374171682,0,0.0,0,0.0
2016-08-17,-0.1829682574949868,1,-0.7336182196722875,0,0.0,0,0.0
2016-08-18,0.05563874300118,1,0.2344569073434324,0,0.0,0,0.0
2016-08-19,0.1166278512091141,1,0.4819016116152996,0,0.0,0,0.0
2016-08-22,-0.0698285218175595,1,-0.2745882509006466,0,0.0,0,0.0
