Date,spread,regime,z_score,signal,minhash_signal,final_signal,lr_signal
2016-07-06,-0.1372148044705587,1,-0.4922761735076345,0,0.0,0,0.0
2016-07-07,-0.0664922286959132,1,-0.2327648992637479,0,0.0,0,0.0
2016-07-08,-0.1603224702503476,1,-0.5770680483174987,0,0.0,0,0.0
2016-07-11,-0.0805074208841269,1,-0.2841926130269706,0,0.0,0,0.0
2016-07-12,0.0202722581056514,1,0.0856109840007189,0,0.0,0,0.0
2016-07-13,-0.0651267068668105,1,-0.2277542176532891,0,0.0,0,0.0
2016-07-14,0.0502827283851241,1,0.1957321906674634,0,0.0,0,0.0
2016-07-15,-0.1047700098829342,1,-0.3732223933845108,0,0.0,0,0.0
2016-07-18,-0.1092627993335775,1,-0.3897083528179048,0,0.0,0,0.0
2016-07-19,0.2615505404188185,1,0.9709638406328708,0,0.0,0,0.0
2016-07-20,-0.0595819242036189,1,-0.2074080467372952,0,0.0,0,0.0
2016-07-21,0.026666006894425,1,0.109072373482022,0,0.0,0,0.0
2016-07-22,0.0737224282114257,1,0.2817424399151795,0,0.0,0,0.0
2016-07-25,-0.0957209813857998,1,-0.3400176509067565,0,0.0,0,0.0
2016-07-26,-0.2184633059935645,1,-0.790411555734489,0,0.0,0,0.0
2016-07-27,0.292232503731037,1,1.0835490414438478,-1,0.0,0,-1.0
2016-07-28,-0.0375382874030401,1,-0.1265205477678572,0,0.0,0,0.0
2016-07-29,0.0973854741164233,1,0.3685722411213037,0,0.0,0,0.0
2016-08-01,0.2422288288212681,1,0.9000642453857924,0,0.0,0,0.0
2016-08-02,0.0344905702680256,1,0.1377840315239383,0,0.0,0,0.0
2016-08-03,-0.0515629302614409,1,-0.1779829400681083,0,0.0,0,0.0
2016-08-04,-0.0454098779914485,1,-0.155404768705076,0,0.0,0,0.0
2016-08-05,0.0185291207104068,1,0.0792146699289075,0,0.0,0,0.0
2016-08-08,-0.0118492739142739,1,-0.0322566079789431,0,0.0,0,0.0
2016-08-09,0.127878242854264,1,0.4804632063994393,0,0.0,0,0.0
2016-08-10,-0.0632360954618327,1,-0.2208167585826636,0,0.0,0,0.0
2016-08-11,-0.1774535660312349,1,-0.6399293404381109,0,0.0,0,0.0
2016-08-12,-0.0805849930259487,1,-0.2844772582784975,0,0.0,0,0.0
2016-08-15,-0.1297534237975828,1,-0.4648971875918405,0,0.0,0,0.0
2016-08-16,-0.0442494250666222,1,-0.151146572309892,0,0.0,0,0.0
2016-08-17,0.0080910179871414,1,0.0409128220573782,0,0.0,0,0.0
2016-08-18,-0.2229806542525692,1,-0.8069876319033378,0,0.0,0,0.0
2016-08-19,-0.0912711271037076,1,-0.3236892389068167,0,0.0,0,0.0
2016-08-22,0.0307941169432424,1,0.1242201687546551,0,0.0,0,0.0
2016-08-23,-0.0356266098305801,1,-0.1195057879498133,0,0.0,0,0.0
2016-08-24,0.1348952270633308,1,0.5062115122762876,0,0.0,0,0.0
2016-08-25,0.3384971840417347,1,1.2533138726651043,-1,0.0,0,-1.0
2016-08-26,0.1769412972223969,1,0.6604964647742837,0,0.0,0,0.0
2016-08-29,-0.0127988524737924,1,-0.0357410164478957,0,0.0,0,0.0
2016-08-30,0.2670420350175191,1,0.991114474927544,0,0.0,0,0.0
2016-08-31,0.1175716849136161,1,0.4426440524030027,0,0.0,0,0.0
2016-09-01,-0.0120845141572471,1,-0.0331198046956738,0,0.0,0,0.0
2016-09-02,0.135030909995511,1,0.5067093907859086,0,0.0,0,0.0
2016-09-06,0.0504164043039063,1,0.196222704589488,0,0.0,0,0.0
2016-09-07,0.1438759152974281,1,0.5391654852006337,0,0.0,0,0.0
2016-09-08,0.0022245255319196,1,0.0193861607936837,0,0.0,0,0.0
2016-09-09,0.2526168907754651,1,0.9381824723469852,0,0.0,0,0.0
2016-09-12,-0.2426066857140491,1,-0.8790039064398938,0,0.0,0,0.0
2016-09-13,-0.0820351856443942,1,-0.2897986331038584,0,0.0,0,0.0
2016-09-14,0.0392356860028724,1,0.1551958836418341,0,0.0,0,0.0
