Date,spread,regime,z_score,gmm_signal,minhash_signal,final_signal,model_signal
2016-07-06,-0.0618725173949088,1,-0.2890824620349509,0,0.0,0,0.0
2016-07-07,0.0073722820902211,1,0.0327469868911983,0,0.0,0,0.0
2016-07-08,-0.1184826689719824,1,-0.5521897859226863,0,0.0,0,0.0
2016-07-11,-0.0119647191806926,1,-0.0571257040426362,0,0.0,0,0.0
2016-07-12,-0.1727458854218795,0,-0.8043892460537098,0,0.0,0,0.0
2016-07-13,-0.0215758536388444,1,-0.101795428400584,0,0.0,0,0.0
2016-07-14,-0.10169268406957,1,-0.4741548774703609,0,0.0,0,0.0
2016-07-15,-0.1325118274343642,1,-0.617393185606377,0,0.0,0,0.0
2016-07-18,0.0956870052225141,1,0.4432078285582301,0,0.0,0,0.0
2016-07-19,0.139885532365608,1,0.6486295748781683,0,0.0,0,0.0
2016-07-20,-0.0519505299703028,1,-0.2429679845744617,0,0.0,0,0.0
2016-07-21,0.1198996198924159,1,0.5557409356538623,0,0.0,0,0.0
2016-07-22,0.1188111972600239,1,0.5506822675865702,0,0.0,0,0.0
2016-07-25,0.2226026704434979,1,1.0330744886087977,-1,-0.2110821866715707,-1,-1.0
2016-07-26,-0.479810080925772,0,-2.231533256271989,0,0.0,0,0.0
2016-07-27,-0.1003152797823593,1,-0.4677531077201759,0,0.0,0,0.0
2016-07-28,0.1195886615048186,1,0.5542956925848731,0,0.0,0,0.0
2016-07-29,0.2301997126124347,1,1.0683833047636146,-1,-0.1024707315036115,-1,-1.0
2016-08-01,0.2441444393825901,1,1.1331942907904942,-1,-0.4462975360943153,-1,-1.0
2016-08-02,-0.2340621863886978,0,-1.08936936726236,0,0.0,0,1.0
2016-08-03,-0.1713182171607391,0,-0.7977538641456309,0,0.0,0,0.0
2016-08-04,0.0647820000270949,1,0.2995704599030225,0,0.0,0,0.0
2016-08-05,0.0354347878710367,1,0.1631732548287087,0,0.0,0,0.0
2016-08-08,-0.1161852935106563,1,-0.5415122609071965,0,0.0,0,0.0
2016-08-09,0.0598728626526151,1,0.276754234169408,0,0.0,0,0.0
2016-08-10,0.0372670897593144,1,0.1716892547500803,0,0.0,0,0.0
2016-08-11,-0.2174352077090401,0,-1.0120920637598758,0,0.0,0,1.0
2016-08-12,0.1222290177737849,1,0.5665672914533575,0,0.0,0,0.0
2016-08-15,-0.2021530967117252,0,-0.9410653094438308,0,0.0,0,0.0
2016-08-16,-0.121497352824235,1,-0.5662011492318597,0,0.0,0,0.0
2016-08-17,-0.0859929421202057,1,-0.4011870974000077,0,0.0,0,0.0
2016-08-18,-0.2442183365156084,0,-1.136572164047941,0,0.0,0,1.0
2016-08-19,-0.0460477203457953,1,-0.2155334626652866,0,0.0,0,0.0
2016-08-22,0.141178509708177,1,0.6546389530369183,0,0.0,0,0.0
2016-08-23,-0.0998242688771725,1,-0.4654710335397612,0,0.0,0,0.0
2016-08-24,0.0954555445804844,1,0.4421320676140669,0,0.0,0,0.0
2016-08-25,-0.0877806686002056,1,-0.4094959239424633,0,0.0,0,0.0
2016-08-26,0.0031530111585187,1,0.013137057352569,0,0.0,0,0.0
2016-08-29,-0.0261968477550301,1,-0.1232724490716075,0,0.0,0,0.0
2016-08-30,0.1107104237134384,1,0.5130322562390321,0,0.0,0,0.0
2016-08-31,0.2120480738988593,1,0.9840198301383326,0,0.0,0,0.0
2016-09-01,-0.0355183159163286,1,-0.1665958897319789,0,0.0,0,0.0
2016-09-02,-0.0686842884989784,1,-0.3207415693893533,0,0.0,0,0.0
2016-09-06,0.082353332570663,1,0.3812368422370347,0,0.0,0,0.0
2016-09-07,-0.043932478146125,1,-0.2057024394472701,0,0.0,0,0.0
2016-09-08,-0.3388897308198925,0,-1.576576942523194,0,0.0,0,1.0
2016-09-09,0.1190854336052906,1,0.5519568374102817,0,0.0,0,0.0
2016-09-12,0.042122164298688,1,0.1942542123370764,0,0.0,0,0.0
2016-09-13,-0.0256512489396881,1,-0.1207366663502789,0,0.0,0,0.0
2016-09-14,0.0402615068229243,1,0.1856064239902569,0,0.0,0,0.0
2016-09-15,-0.1086247833209861,1,-0.5063732346404715,0,0.0,0,0.0
2016-09-16,-0.0368786784250963,1,-0.172918454311439,0,0.0,0,0.0
2016-09-19,-0.0695105116065771,1,-0.3245816112319995,0,0.0,0,0.0
2016-09-20,0.1380129702775436,1,0.6399264573969604,0,0.0,0,0.0
2016-09-21,-0.1948724512547249,0,-0.907227012089006,0,0.0,0,0.0
2016-09-22,0.1268502107180222,1,0.5880452362186488,0,0.0,0,0.0
2016-09-23,0.3042545135594781,1,1.41256822487795,-1,-0.0981003803377819,-1,-1.0
2016-09-26,-0.1668486722370556,0,-0.7769807347491249,0,0.0,0,0.0
2016-09-27,0.0008127479149073,1,0.0022602025470998,0,0.0,0,0.0
2016-09-28,-0.280408604993269,0,-1.304773880960358,0,0.0,0,1.0
2016-09-29,-0.1550158093297344,0,-0.7219850704249086,0,0.0,0,0.0
2016-09-30,-0.1803958532692157,0,-0.8399440451854433,0,0.0,0,0.0
2016-10-03,-0.0922664292734792,1,-0.4303444193706903,0,0.0,0,0.0
2016-10-04,0.1218180129912666,1,0.5646570621849154,0,0.0,0,0.0
2016-10-05,-0.4290795869385512,0,-1.99575285045011,0,0.0,0,0.0
2016-10-06,-0.0763392135911812,1,-0.3563194083362858,0,0.0,0,0.0
2016-10-07,0.2061541332216961,1,0.9566265284862396,0,0.0,0,0.0
2016-10-10,0.1506572789801667,1,0.6986934829653016,0,0.0,0,0.0
2016-10-11,0.1619806637469487,1,0.7513212428341824,0,0.0,0,0.0
2016-10-12,0.0956292997047556,1,0.4429396302947027,0,0.0,0,0.0
2016-10-13,0.1069549470005375,1,0.4955779057325014,0,0.0,0,0.0
2016-10-14,-0.0598414711344373,1,-0.2796427567630566,0,0.0,0,0.0
2016-10-17,-0.0596818386535359,1,-0.278900831972441,0,0.0,0,0.0
2016-10-18,0.1108839267745994,1,0.513838647404515,0,0.0,0,0.0
2016-10-19,-0.005181141393663,1,-0.025597630928406,0,0.0,0,0.0
2016-10-20,0.0221423856052155,1,0.1013940811157053,0,0.0,0,0.0
2016-10-21,0.0910818062419972,1,0.4218042190292098,0,0.0,0,0.0
2016-10-24,0.0664158358852035,1,0.3071640481256845,0,0.0,0,0.0
2016-10-25,0.0878431460386718,1,0.4067518795575778,0,0.0,0,0.0
2016-10-26,-0.116992646681844,1,-0.5452646008389184,0,0.0,0,0.0
2016-10-27,-0.2571118987161047,0,-1.1964976465178825,0,0.0,0,1.0
2016-10-28,-0.0691206899304633,1,-0.3227698348078346,0,0.0,0,0.0
2016-10-31,-0.0033225895045414,1,-0.0169596287286146,0,0.0,0,0.0
2016-11-01,0.0137010021953917,1,0.0621610153669724,0,0.0,0,0.0
