,spread,regime,z_score,signal,minhash_signal,final_signal
0,0.0576133225618558,1,0.2751624939449267,0,0.0,0
1,0.0949021917452321,1,0.4543700671275611,0,0.0,0
2,-0.0574181291497408,1,-0.2776702347584895,0,0.0,0
3,0.0700194683281772,1,0.3347855215137977,0,0.0,0
4,0.0627345948587709,1,0.299774953374154,0,0.0,0
5,0.0044228703638677,1,0.0195330778848152,0,0.0,0
6,-0.108011471839491,1,-0.520818132809244,0,0.0,0
7,0.0072946938677579,1,0.0333348512292977,0,0.0,0
8,0.0538825650238858,1,0.2572327465657683,0,0.0,0
9,-0.0070431321523569,1,-0.0355716901073085,0,0.0,0
10,0.2718141823150978,2,1.304596131667717,0,0.0,0
11,0.0978105055412795,1,0.4683472101425489,0,0.0,0
12,-0.0718696017748305,1,-0.3471229533518482,0,0.0,0
13,0.0691952701380655,1,0.3308244854001771,0,0.0,0
14,0.2177679186528094,1,1.0448537484145026,-1,0.0,0
15,0.1740931393028069,1,0.8349559588593757,0,0.0,0
16,-0.0353372189342336,1,-0.1715509981057251,0,0.0,0
17,-0.0946260391679916,1,-0.4564887241253157,0,0.0,0
18,0.1547601456209046,1,0.7420430077304238,0,0.0,0
19,-0.1305471401902833,1,-0.6291229037405821,0,0.0,0
20,-0.074746874138817,1,-0.3609509135187216,0,0.0,0
21,0.0245974180912089,1,0.1164904760964468,0,0.0,0
22,-0.1317386136796159,1,-0.6348490380324185,0,0.0,0
23,-0.0343132348358935,1,-0.1666298055552429,0,0.0,0
24,0.0448694754128007,1,0.2139164982736304,0,0.0,0
25,-0.0629956999620404,1,-0.3044756314201858,0,0.0,0
26,-0.0570350024124318,1,-0.2758289557302388,0,0.0,0
27,-0.0567215556870132,1,-0.274322553733759,0,0.0,0
28,0.0786010460302562,1,0.3760279551876349,0,0.0,0
29,0.0166951184824468,1,0.0785126031691636,0,0.0,0
30,-0.1113828456248932,1,-0.5370207082051972,0,0.0,0
31,-0.0871260574836262,1,-0.4204443616653106,0,0.0,0
32,0.0576315823451069,1,0.2752502491253578,0,0.0,0
33,0.0245029036962651,1,0.1160362468393078,0,0.0,0
34,0.114242736969957,1,0.5473193104180253,0,0.0,0
35,-0.1457378855271521,1,-0.7021285128210875,0,0.0,0
36,0.0761804559284638,1,0.3643947765122808,0,0.0,0
37,0.0699333822799621,1,0.3343717982735018,0,0.0,0
38,-0.0678332355496505,1,-0.3277244730135564,0,0.0,0
39,0.0256179257890546,1,0.1213949613208646,0,0.0,0
40,-0.0491760977620487,1,-0.2380596357934267,0,0.0,0
41,0.1268597413515088,1,0.6079557090423248,0,0.0,0
42,-0.144866708912145,1,-0.6979417018394747,0,0.0,0
43,-0.0352991534922936,1,-0.1713680583807727,0,0.0,0
44,0.2508488043597409,1,1.2038380613234658,-1,0.027094719855007367,0
45,0.0159433481019741,1,0.0748996498019653,0,0.0,0
46,0.1194029357014299,1,0.5721188474396419,0,0.0,0
47,-0.1347479395027555,1,-0.6493116374485765,0,0.0,0
48,0.1658271505020194,1,0.7952302223223088,0,0.0,0
49,0.1602775194753678,1,0.7685591022233205,0,0.0,0
50,-0.0251866339262136,1,-0.122768030278901,0,0.0,0
51,0.1763676227986405,1,0.8458869598915549,0,0.0,0
52,0.0498596715220292,1,0.2378990151486377,0,0.0,0
53,0.0149540897525096,1,0.0701453466562634,0,0.0,0
54,-0.1194123259508769,1,-0.5756098023410616,0,0.0,0
55,0.0252603513250944,1,0.1196764846461428,0,0.0,0
56,0.1115527806209195,1,0.5343915772945673,0,0.0,0
57,0.1430217801967749,1,0.6856292835586264,0,0.0,0
58,0.0812925628183837,1,0.388963187667028,0,0.0,0
59,-0.1622802246763294,1,-0.7816297827338196,0,0.0,0
60,0.0461486402841382,1,0.2200640709223355,0,0.0,0
61,-0.1581294365007906,1,-0.7616813988856681,0,0.0,0
62,-0.03691733509403,1,-0.1791449205964078,0,0.0,0
63,0.129387165743846,1,0.6201023254904111,0,0.0,0
64,-0.0711050942831341,1,-0.3434487863613423,0,0.0,0
65,-0.0277478956726708,1,-0.135077266571664,0,0.0,0
66,-0.0209205282491506,1,-0.1022654389676058,0,0.0,0
67,-0.0500884482268291,1,-0.2424443252802892,0,0.0,0
68,-0.112228791327181,1,-0.5410862612689209,0,0.0,0
69,-0.1236597149277945,1,-0.5960224425628095,0,0.0,0
70,0.0886841431972859,1,0.424486581395416,0,0.0,0
71,-0.0465371355050084,1,-0.2253769765398287,0,0.0,0
72,0.0809013047682849,1,0.3870828301452818,0,0.0,0
73,0.0692866595941753,1,0.33126369643024,0,0.0,0
74,-0.0417866551400197,1,-0.20254651596794,0,0.0,0
75,0.2091379791745868,1,1.0033788915879314,-1,-0.03614711517476462,-1
76,-0.0819158401176553,1,-0.3954044387511046,0,0.0,0
77,0.0216605387423295,1,0.1023760491275131,0,0.0,0
78,-0.2503673357659094,1,-1.2049699845887536,1,-0.014205067696110088,0
79,-0.3604938935349263,0,-1.7342301523800838,0,0.0,0
80,0.0087983045597136,1,0.0405610940470061,0,0.0,0
81,-0.0651941083993045,1,-0.3150410212948126,0,0.0,0
82,0.0700904461570426,1,0.3351266357588606,0,0.0,0
83,-0.0622250994754669,1,-0.3007721819427273,0,0.0,0
84,-0.0240812324471158,1,-0.1174555517618552,0,0.0,0
85,0.0183600046024311,1,0.0865139238775121,0,0.0,0
86,0.3937910356140182,2,1.890807951518204,0,0.0,0
87,-0.1126133293821958,1,-0.5429343229866599,0,0.0,0
88,-0.0788228320921421,1,-0.3805396688016383,0,0.0,0
