Date,CDW,CTSH,AMCR,HAS,NKE,APH,STZ,EL,LIN,WY,GRMN,HPQ,APO,BLK,ECL,PAYX,CBRE,CRH,ARES,KKR,CSX,ACN,MSI,IT,TEL
2016-07-06,-0.185945232480619,-0.21455951318857747,-0.22616738371198236,-0.20803018704676843,-0.2335552712965565,-0.2778352087749614,-0.22334936327389038,-0.165541276886548,-0.33230838014332714,-0.23615532373568673,-0.2865697521764311,-0.26539660451457625,-0.2448874966512048,-0.30727078304104755,-0.27187785645638807,-0.19354967069983794,-0.29241276523966264,-0.24225889362351496,-0.13423032044877964,-0.2240586274351233,-0.3305369827392821,-0.2108435043467013,-0.18693115557690743,-0.14137329355592373,-0.3308886474959323
2016-07-07,-0.22053402175998937,-0.08924518638653667,0.10955346935085808,-0.18101778199240098,-0.2762981855062582,-0.24628467516739835,0.2979832329749709,-0.19371507252488854,-0.09230639101343777,0.20931970034138614,-0.14497406777586352,-0.21196261622787949,-0.1931335563995502,-0.318791914505087,0.014327912751280768,0.06021237990231398,-0.12084168431604514,-0.22087728795682388,-0.15116228495452538,-0.3594257002988031,-0.050980943196775416,-0.16884259441913144,0.026889779959792987,-0.16235339926816317,-0.3126171610593411
2016-07-08,-1.0424539164569715,-0.9516839621434013,-0.8707997873947748,-0.8344488836148405,-1.0223880558943748,-1.3195755759651768,-0.6991941111595346,-0.9182971114436952,-1.0751917637962944,-1.132859166915818,-1.1226610136095383,-1.0497489837281957,-0.9883252903501272,-1.2391384229846467,-1.0816904350625607,-1.0467827554229694,-1.0477670858318404,-1.0781278072916154,-0.9272934904263913,-1.1232252387252335,-1.1283449920168231,-1.0787396470287038,-0.8635194685288001,-0.8617464957305082,-1.325229597949033
2016-07-11,-0.3061789154005375,-0.2333970229196774,-0.17740123354689444,-0.27123062233291584,-0.2736133270440966,-0.38675274367900336,-0.10111912561871053,-0.28647946526942636,-0.19497975554380587,-0.264366524400534,-0.23372796276905414,-0.34059677433368096,-0.3138343759226256,-0.27120737111044785,-0.17769249741611068,-0.1458381079231588,-0.3369628018769779,-0.3165757847726929,-0.2718007087313681,-0.3638899356997466,-0.19380105601267986,-0.19244183903615467,-0.1057232282258909,-0.22037076871410385,-0.45058185919191474
2016-07-12,-0.5490805375173243,-0.41215274989087425,-0.1865981343296626,-0.3402123046668227,-0.35136049926444674,-0.6318771359304681,-0.04006958431247672,-0.35111216775562787,-0.4201986835723656,-0.34649703948834476,-0.44507262465113434,-0.6251809714591949,-0.8786650039427225,-0.7189193973748071,-0.17247507761654393,-0.24005067574037653,-0.6513240933727287,-0.5902084123622082,-0.6717083475725021,-0.9321437514235109,-0.5217219384059005,-0.4488411559512602,-0.21598526273058288,-0.3980033387557305,-0.7354873292652703
2016-07-13,0.08357405467011923,0.0127850146417299,-0.10277352892005387,0.006579096039294543,0.07217659826542296,0.01981691788489273,-0.13343664050301185,0.031539623449208,-0.032833072114819964,-0.08260559974263185,0.0029869584084483702,0.06760938254664546,0.17594334869582656,0.13203266380268228,-0.07904950899832502,-0.05197063553128574,0.05488278409491593,0.06818337351931346,0.1371007436177735,0.24071066527910492,0.031084877774770713,0.12049529792995733,-0.008341945824875513,0.11639684994724282,0.028082447263644277
2016-07-14,-0.24175371838991896,-0.15528783520233908,-0.05747794718716763,-0.09135246491241263,-0.1408126611305164,-0.2138100904413826,0.023935135506370647,-0.08546891594359599,-0.3048211291475032,0.06151919340067863,-0.1667762904025662,-0.22281089635470416,-0.3323683390316846,-0.45229733312273696,-0.15162578781554545,-0.1964608248949824,-0.18126274251297433,-0.24890769926056097,-0.2836573012362507,-0.3329156804602655,-0.2679163032506024,-0.2962071251571489,-0.21153447542429163,-0.24204558018543465,-0.2149538396166856
2016-07-15,0.0788421789978929,0.046735102058107506,0.028389601134579324,0.08335430956695997,0.12654315857059814,-0.014835953897590903,0.07333154726971312,0.08971867508709157,-0.022477905912790017,0.06756784353324256,0.024526474992306972,-0.0043774522253329055,0.09979613041229396,0.09741934078020095,0.08958741542427637,0.07682436365384443,0.12402702408280543,0.04132690905068381,0.10292259080912455,0.17964434796493786,-0.040724794779916904,0.15333185497794685,0.08125946846101459,0.17730709181291412,-0.027835649245722308
2016-07-18,-0.11420545582121973,-0.09122488131615651,0.01460677343186788,-0.214763223038898,-0.07989909753494825,-0.094882824666491,-0.06811819050888401,-0.14580670360707013,0.08341873263204368,-0.15965087923958549,-0.013581379613088973,-0.17759002606447516,-0.10992539739303465,0.049224916709856174,0.1255069556306551,0.0647565763703564,-0.06877015255372429,0.011554111150407385,-0.07103265088300502,-0.12973883024749666,0.08449047577624952,0.003513842096948272,0.07894519797960131,0.046785381773300355,-0.14153699727743035
2016-07-19,0.15021052686637654,0.08719617418628234,0.07674895878676842,0.12747087838550625,0.08729250152021133,0.2405110867674855,0.06504459194101662,0.0769309858192089,0.16546308016191305,0.14693255083890344,0.17618009596097622,0.3203408734097209,0.1270864824666924,0.09118389588215822,-0.03413841218673054,-0.009462539866882426,0.026913205572345895,0.12569131521979526,0.062216951131647165,0.11841142510188182,0.2082938231556154,0.02040345059841901,0.015298297658192832,-0.05413435921298849,0.2910587201247823
2016-07-20,-0.415653785030984,-0.3822416186376814,-0.08544109928898501,-0.25190460685754396,-0.37014918409549824,-0.5197263149741677,-0.14228959314509151,-0.35793014612504725,-0.3972216633717691,-0.13010340116661845,-0.348783742450154,-0.38461649317155105,-0.39456032546262976,-0.33720690684444055,-0.2668796010881861,-0.26545530114257637,-0.302749001045075,-0.28048854160538284,-0.3400571253453787,-0.4247396235671544,-0.18650972629042872,-0.44137669390538625,-0.33350183686522344,-0.36359596974710373,-0.5012300483847463
2016-07-21,0.35432447274436496,0.2251857554484985,0.16509731833311928,0.16981614282896645,0.26755726796656193,0.40871506670170765,0.057525158007555685,0.22056120640521304,0.3439408400084915,0.15549953202384684,0.3068509822431417,0.3247026910668539,0.2887710805801431,0.4196958624688112,0.23826347301474313,0.2719378223345776,0.18243861823067178,0.3561933737367738,0.31009897585304413,0.37319775184934845,0.35658304939846197,0.3492663973200428,0.27502908103357276,0.29438494835859064,0.37645779899194803
2016-07-22,-0.3762123747571697,-0.38449945856491013,-0.3253224404768788,-0.2998557998013866,-0.38168422938404883,-0.36493066051044765,-0.3484593835945627,-0.36981736622744765,-0.32633172307619923,-0.4290184410519649,-0.34183172472711165,-0.21872235325052025,-0.2680226813355647,-0.4239033510305644,-0.46946620827062735,-0.532173816109296,-0.3186556906630555,-0.2657706963482174,-0.304747969770785,-0.3136556146348411,-0.296187819069509,-0.4923507388987926,-0.40862402716012747,-0.34876339469596096,-0.26606642126592117
2016-07-25,-0.01262870018508879,0.005131570011412239,0.15299180685126615,-0.09737699623112267,-0.1041749921766548,0.028169008494889673,0.14066932370709376,-0.1488315982123859,0.20052088488413594,0.15877659965070318,0.05200502208495316,0.030221469285114714,0.17385818152246713,0.08683819705708876,0.14729801416431232,0.09635890789948974,0.17793945639444908,0.16517128172915818,0.13106795095729667,0.052951850416333754,0.2800210199532433,0.051289674776017584,0.13904647991135313,0.1215837157758801,0.05195503054367879
2016-07-26,-0.3273655949998535,-0.2290412787666353,-0.1817796081522116,-0.16421756273242194,-0.24105340589520927,-0.7412603001357732,0.13989333182893976,-0.19956586570735535,-0.5533221037420286,-0.14736899546205115,-0.49312090302640277,-0.5324572121720906,-0.4534567918822815,-0.4655803939170915,-0.23862655108096992,-0.09261977210252852,-0.377426036387688,-0.5427078784585964,-0.3282013191822023,-0.4341371798319888,-0.5557094397583578,-0.1592897646607044,-0.13763463964295228,-0.19375315497940912,-0.8830218238553307
2016-07-27,0.14573899374803242,0.11178536029993348,0.3407275739982768,0.2432575608846311,0.16390031273857258,0.08591106819783342,0.45167450821519567,0.1423497427874666,0.06413918137683516,0.4923018879214286,0.18286457917403437,0.20530049945876996,-0.08974162100564362,-0.08173557875513356,0.17792588737155554,0.13905070165279212,0.07823966852049803,0.16546333971577462,-0.09038172156129488,-0.09271364547269201,0.14753963110508042,0.04975635507130725,0.13594579958674602,0.04343154377272499,0.09781400469880125
2016-07-28,-0.07142109238679645,-0.08392977759959629,-0.13145575421469,-0.09839694048640794,-0.11471303154320493,0.013606418510150485,-0.22887889764337122,-0.08091478297099335,-0.03883484701238954,-0.17670308479561259,0.03570492519270368,-0.014836093301273189,0.029141597515156936,0.010052884122217135,-0.1674769148535794,-0.1354725341925949,-0.10002896119300264,-0.07091131658020729,0.024164455060895044,0.009942248878590196,-0.013451300128323768,-0.1215049986302797,-0.11993843080421392,-0.15310779444059563,0.007577767189900988
2016-07-29,0.15594311271050026,-0.022603359594989308,-0.006584004472285453,-0.025872837347531485,0.0833519923403909,0.2590734615906002,-0.23188368565877804,0.02255507992872441,0.27578081660627407,-0.3222006593202925,0.09413663426098612,0.1076145231904395,-0.08239399371825784,0.18644818341630137,0.12769392060874615,0.039985512501865925,-0.1689002495804423,0.27797506552922274,0.01410843955479281,-0.019654797551355633,0.18644143686399903,0.11030784809994246,0.12553550349379083,0.20534597803887797,0.25842213419856047
2016-08-01,0.023750383004119767,-0.09104583666876104,0.16509638557227357,-0.0087147588093486,-0.0653398176246752,0.0612757475681412,0.04844946072013972,-0.14013174709182166,0.05640497450863713,0.27409426888784943,0.06718831235938211,0.26998742087511096,0.15163659813341868,0.044538870702972376,-0.0818700123497451,-0.1460747389286298,0.12505347474877052,0.2750588697992223,0.02785499365255461,0.1274540647865572,0.341308774113213,-0.10466061709488107,-0.0748770408991501,0.005801389648303177,0.17328181941829984
2016-08-02,0.6670551587136887,0.6301687365951146,0.5176012540952065,0.7052927599772959,0.786113730049613,0.7856614725883596,0.40123620294692847,0.7795562837527422,0.42495198783745536,0.7759304333763798,0.6279676368937933,0.5835897580945053,0.5382176753471317,0.665726147582427,0.7066298381587991,0.5920683454033979,0.7940856823402896,0.6194943264799079,0.5718642064604126,0.7110884935235984,0.38970313068152956,0.6206221827213942,0.3974383955088324,0.5473242363050569,0.8052326701084075
2016-08-03,-0.20735035977114272,-0.07226483416903018,-0.08752459553352983,-0.10351257686844391,-0.13174916599855216,-0.21218586568158965,0.06286849994657538,-0.03137841318628918,-0.1842994412020237,-0.1364139739862639,-0.14969797516290456,-0.33847754304152744,-0.43631363086075514,-0.4035169737775106,-0.019914269343027494,-0.009292689160320569,-0.3074049321147474,-0.41478170200831455,-0.29819199883110276,-0.4957113728368514,-0.3527552673602281,-0.1840360818937883,-0.05200296678994072,-0.24617176557658207,-0.3176138676098018
2016-08-04,-0.16127700891509092,-0.09797125533216178,0.07897369693465645,-0.05283057676239147,-0.10978642368115708,-0.1352357367917184,-0.0021153864385890387,-0.15281365265554142,-0.024723168242919005,0.0939593492773228,-0.03569628005641176,-0.07525148395050597,0.08119996149360889,0.03660784251745933,0.012958662775452389,-0.05403604969733391,0.12603186604136743,0.02399494045100049,-0.031139402625236505,-0.01182822775188025,0.12330056131909933,-0.154180417592623,-0.09461354598842367,-0.14011991381206984,-0.08244920625016043
2016-08-05,-0.6338336216606617,-0.4360706796849124,-0.2766518469002101,-0.4440129684594883,-0.5647475989902151,-0.5554413782825481,-0.08287186890570974,-0.45148824076901245,-0.5242262990756696,-0.2477245546585234,-0.4805027462509319,-0.5875469803302099,-0.7389984572501913,-0.9445326623849178,-0.4190285895444671,-0.4462139004550243,-0.5908115204958723,-0.6763085695588139,-0.6297397422543238,-0.8921548240907877,-0.5746515309283818,-0.6756182883698043,-0.35740128350577,-0.6001668515922203,-0.6045726215380955
2016-08-08,0.11249771938468227,0.11849865036475335,0.03247435383069383,0.09570694905343555,0.19302867431838697,0.06690922403477745,0.1153245218540071,0.14001222757963971,0.1300042326929261,-0.053572113698031,0.09486661511330445,-0.004018255678815032,-0.027878843436740068,0.10235995849933129,0.19140682434292577,0.18669440957027802,0.000690560994516307,-6.638890778969293e-05,0.008124389064254799,0.031875552256955424,-0.008709517693175071,0.2236436222843052,0.20067317283085054,0.13615888533497386,0.008278965048643942
2016-08-09,-0.043777792757946486,-0.13261107375274073,0.02261080864799291,-0.033161950835471896,-0.07706139221467795,-0.10042065822133511,0.002757424655359827,-0.1226984125520753,-0.05478693883895524,-0.001547137377579827,-0.10713187421829506,0.023817590725117136,-0.03588166040240742,-0.08876912473397625,-0.08383302807656787,-0.13822228398158973,-0.016887672443507133,0.07071025780324111,-0.10923405553236122,-0.06274663710713528,0.039251709509310034,-0.1363964796059725,-0.09138137045611233,-0.03396718578497714,-0.03359341276575233
2016-08-10,0.18445087040168717,0.17584531263630498,-0.007421638519862455,0.07056030751833654,0.020808805231886038,0.17625689522649549,0.05365040387794934,0.10620439210235928,0.11760005926027366,0.09771959610851769,0.11125360746833218,0.17380973896425608,0.32929499456329364,0.19788843954478952,-0.004062101407069083,0.11481184660936655,0.1928411072787222,0.0946002902851839,0.24674293093226254,0.2843411732188996,0.06800269437149448,0.16601488880568094,0.10119017395477933,0.09202911268326062,0.175430616580223
2016-08-11,-0.2532875697481941,-0.17255742907906302,-0.15924597016211284,-0.1167629038318663,-0.14265999621229095,-0.3794605243727215,-0.08850751988387137,-0.12379574410645725,-0.3470595712874836,-0.17933762268147924,-0.2718498140762954,-0.3542479272990384,-0.24500364715325504,-0.2753082419788941,-0.15316664037665795,-0.12315395174120922,-0.17172452476374786,-0.31511699873033533,-0.18445197521011883,-0.2428349819387717,-0.3777382094882848,-0.20005019117153594,-0.16378523980447723,-0.16325657898755264,-0.41747741792186754
2016-08-12,0.08992956772359095,0.10643951408824816,0.11725513936409794,0.026109383283447155,0.08712712529335932,0.18437669425603034,-0.002520645271578687,0.04745440427168179,0.2562441116705234,-0.020850481896642546,0.14862764809538578,0.05644952743940969,0.15864863983674338,0.25292857098013366,0.25027058093973775,0.16513063137206138,0.18892583872045826,0.2397862142186592,0.14335028672875888,0.151239419172496,0.22892543007725946,0.14834720407317734,0.15150468430313896,0.19926934036935925,0.20315380286886253
2016-08-15,-0.350236054792068,-0.1946045008080299,-0.09655277709250658,-0.20314493038096115,-0.2569462613152195,-0.43471897723131836,0.08209934344486078,-0.17766795954152442,-0.3292998478954864,-0.068147355556042,-0.27633245546209695,-0.4249731317327167,-0.4420039453912595,-0.4483834449965168,-0.12403741883833279,-0.07022924763291857,-0.32555416740305304,-0.45430112877939605,-0.30758517150179726,-0.5162946645220928,-0.38445808385422187,-0.2649899065767392,-0.1270601321534101,-0.305968455442627,-0.5228455572799546
2016-08-16,0.3264723277595365,0.4133225306566959,0.37543642378018394,0.30193957019456685,0.38011722867340114,0.3705806413929716,0.4890219771366121,0.37585427128200133,0.39622075088084835,0.4994413980064333,0.3655467074964285,0.22086248024104302,0.20114891751519737,0.32551112758593126,0.5230870770700127,0.5434261230642385,0.3375523949834688,0.24676799417739814,0.2762359038782956,0.21563640624106628,0.2896614215758255,0.4590339872368546,0.4478454897272629,0.2949081814481403,0.27919791191181526
2016-08-17,0.013107218256700368,-0.06454675102856292,-0.08565129821701925,0.06693044142492954,0.18378352468793513,-0.030666298991202687,-0.1861623041294146,0.04253034345478162,-0.13944035533613872,-0.07188035931424937,0.03506404597253524,0.06439033288541875,0.09605461588374138,0.08476451959824421,-0.11246227638565832,-0.1863426218276609,0.04291609656849187,0.07324887371017497,0.05738824907848243,0.24072135851134463,-0.03614154645559501,0.07720043503825848,-0.1107768082505673,0.09399036444089702,0.04557683881830354
2016-08-18,-0.20352219028113874,-0.14522646920126722,-0.1828370279442668,-0.07052133483497694,-0.039354618699903754,-0.3394243121887476,-0.20199409671099572,-0.07325814614448725,-0.24784050508223315,-0.3296820806032213,-0.22053729233732508,-0.34190577593721927,-0.07863940395503621,-0.07666996915243313,-0.0496295251261914,-0.14434106831928595,0.016555783188206344,-0.16991513104302858,-0.12564816985813584,-0.03290808648062424,-0.30709313443502917,-0.11569477513816727,-0.15563581464827989,0.013794487825380952,-0.3035710892724577
2016-08-19,-0.08944486867963952,-0.006718630815331007,0.10977785934384929,-0.028365254192768134,-0.0797515118750083,-0.16695262347136156,0.23109404275884807,-0.09236823564916244,-0.10689460608268819,0.20291019383772227,-0.12986116276208245,-0.15493969782824366,-0.05751088462228077,-0.14205775022176037,0.06796807313622154,0.07719179972915796,0.08440212708287655,-0.08804984721177155,-0.06624372818489668,-0.10588192997838661,-0.07555227699571672,-0.05268059460926045,0.026422457373725818,0.00867498626447295,-0.182142683890847
2016-08-22,0.04892740326798051,-0.012821269626714179,-0.030397447703224906,-0.030415708714405562,-0.03162495244263819,0.10339009170553075,-0.09761531785689583,-0.028949319849442087,0.04054798684208321,-0.02829380110655679,0.005886580026441924,0.09927066678961677,0.07112383226370542,0.029550584325514485,-0.0803140815531631,-0.06775352312348303,0.0014693713236086543,0.09447210144944586,0.07128206254550341,0.08051215411030375,0.06903197229292012,-0.011685194058321144,-0.028367250804257026,0.0023006273168947747,0.126621063145117
2016-08-23,-0.2165916837928654,-0.09130282577509359,-0.13077729312589376,-0.17162209863350947,-0.2791449905929784,-0.33365584720247066,0.05054155590103191,-0.1791380267542188,-0.10809074745307837,-0.2642841529957239,-0.2608856450773656,-0.2900178227540542,-0.2838418353199066,-0.24104251783626393,-0.11614316597189625,0.013227601040595472,-0.30232498841291006,-0.3846476174519383,-0.26478873498252453,-0.4444835351046163,-0.2543625569482589,-0.1690838705502148,-0.02660572244698363,-0.2727625697480341,-0.425994887882653
2016-08-24,0.3545897940455127,0.3867535114067409,0.23682221993602307,0.25309416222245934,0.3167298597716915,0.4669909692466048,0.37906089041976754,0.2842733715696019,0.40424030410810896,0.3997411099725825,0.31167702808118536,0.39997422980126246,0.4186561575538741,0.27460567826161975,0.29692576017390415,0.3015123703151704,0.3942092631154553,0.25767580738454143,0.2766187966943858,0.36387925295272067,0.3141066828847244,0.3710611051165489,0.33746077005375047,0.2595151706414588,0.48648681562067436
2016-08-25,-0.0944021029558313,-0.12398389587432915,0.026733808541101738,0.06577998796931175,0.030901111318059383,-0.17669651419666865,0.10811945746755783,-0.06848816591315905,-0.08615101240517059,0.024950483390360358,-0.08919594214521886,0.060609477892083916,-0.24231529162145962,-0.19215180591468273,-0.10817780278903011,-0.1881128603325576,-0.17644355428155795,-0.04816346557913072,-0.29075147467097506,-0.24480629618094926,-0.025628278175031577,-0.13672225032317675,-0.11970782213928494,-0.14478169197564716,-0.11327021958973103
2016-08-26,0.04069915747503853,0.07782248561533875,0.3998841814558288,0.17852154777530155,0.11323396497376072,0.14724611842059848,0.38887789919929033,0.11029616912171046,0.07698367695989564,0.5270881520332235,0.11520349344538008,0.1080736660713675,-0.16282079581088615,-0.10070244837792755,0.2963242417487897,0.17984523419359627,0.14540937562733347,0.17938504424580592,-0.0707957359750283,-0.18209124869686755,0.2124319083800061,-0.026935250646626215,0.10501545454264867,0.04974255956292845,0.15925774630925743
2016-08-29,-0.2359500159148789,-0.26580647609956554,-0.38426688090373906,-0.22213160950122582,-0.24486445295913487,-0.2978654364160179,-0.34676842659909757,-0.20762148582626888,-0.33727313701070816,-0.4508434838814255,-0.30146693440400757,-0.22930290251757474,-0.24167413884726943,-0.33673341358443304,-0.42555665137567666,-0.39660861942902564,-0.3751626358147932,-0.3154602734600344,-0.2254745416038145,-0.21092660549460157,-0.39334960015421966,-0.29116658997228256,-0.30585713184975516,-0.2528341642548032,-0.29711309585670204
2016-08-30,0.05710125366778597,0.06812792749888043,0.1661892670107771,0.06236464756163473,0.05866144670409884,0.17594459005365082,0.27494221053422113,0.049715810756017914,0.15793949765916215,0.23674462613668354,0.10675215840958206,0.14084562090417307,-0.22791544179142395,-0.17480716799684237,0.10485766110432895,0.08991139101482734,-0.16887867209105414,-0.007876012453946105,-0.13037747318556386,-0.2551428683842817,0.1323903849140956,0.020924310294572666,0.1309656265771946,-0.0738547281217862,0.12590463689206763
2016-08-31,0.15234327600210126,0.07255598177058305,0.12437886957863066,0.08161918407968363,0.15319215562480226,0.2901187152754621,0.013076083067709255,0.05967667477743534,0.21585352351412568,0.18529171879593948,0.2271938466955182,0.27912389543669786,0.20674668760880865,0.1830925868449959,0.09748133030382064,0.017940649417339652,0.1744684997828955,0.28824835732488596,0.16853412590740768,0.2608304298267322,0.3040910823515013,0.13483901905284545,0.08342285332767728,0.15269870245810999,0.35580815494662243
2016-09-01,-0.12422737473929855,-0.08070222823138835,0.07466864634323234,-0.02537536153336998,-0.05656467216237136,-0.18175287906282972,0.08050717781109658,-0.11176853839741666,-0.03874596664066417,0.05363819511448917,-0.07597193323078269,-0.07445150015139747,-0.06047466433769672,-0.017200917561989267,0.014937050799009649,0.006178155480770795,0.0007322460482961171,-0.03239879163869368,-0.06570195699051928,-0.13890685834212307,0.048754857778989545,-0.09350625131500674,-0.045471269802734304,-0.08437549833480196,-0.18053816238074452
