,CDW,CTSH,AMCR,HAS,NKE,APH,STZ,EL,WY,LIN,GRMN,APO,BLK,HPQ,ECL,PAYX,CRH,ARES,KKR,CBRE,CSX,ACN,MSI,IT,TEL
0,-0.1877091612564944,-0.2149039837925257,-0.2254270971890448,-0.2093179396145959,-0.2317393558591404,-0.2780040460863751,-0.223617440527351,-0.1651568018806949,-0.2355720498963467,-0.3344892635032061,-0.2849439557535527,-0.2430476374384334,-0.3068121742913711,-0.2660372422150381,-0.2723068406227383,-0.1940250984184715,-0.2439420845931916,-0.1343259812213489,-0.2238218427505074,-0.2923929059288889,-0.3332422628132157,-0.2119600045402772,-0.1869129656102519,-0.1425164507787027,-0.3313139785786137
1,-0.2201599402395365,-0.0891289806473019,0.1096704481102711,-0.1809161333600156,-0.2768859329340335,-0.2458092164983939,0.2983248358358911,-0.1938231745455779,0.2091465078796828,-0.0913202467846535,-0.1452288630981842,-0.1935227545441957,-0.3191336650340517,-0.2116600907334286,0.0145897588447155,0.0601929903961394,-0.2203810973100301,-0.1513697136260745,-0.359752733254801,-0.1207743861734933,-0.0502874452234444,-0.168852412553432,0.0270416298682362,-0.162173870832792,-0.3120323931001118
2,-1.0426410217471422,-0.9517377624056258,-0.8707203925613737,-0.8347954440073723,-1.0220241908837728,-1.319266400303563,-0.6994645958209166,-0.9182865301729422,-1.1330997194703731,-1.0752772777331463,-1.1223002160152402,-0.9883203812612312,-1.2390678260376369,-1.0497281347744265,-1.081669268264468,-1.0467410988315038,-1.0782163000192104,-0.9274027931996854,-1.123497621780119,-1.048329188944238,-1.1286269894108951,-1.0788948737962525,-0.863314095335346,-0.8618925493182462,-1.3249925169142078
3,-0.306091341869109,-0.2335111618115382,-0.1779471703876804,-0.2711334145993802,-0.2736374497616765,-0.3869474172648396,-0.1015858199176101,-0.2866140826973211,-0.2646765244256258,-0.1949881914316053,-0.2339694471886995,-0.3141303374123559,-0.2709250215582496,-0.3408834319817479,-0.1777479097820848,-0.1456292360306985,-0.3162778960825184,-0.2714997774422074,-0.3637617135303567,-0.3374763366648776,-0.1932975443391107,-0.1921294348483692,-0.1058273695928938,-0.2202020371032016,-0.450797770510124
4,-0.5482712085117345,-0.4122934148068368,-0.1845227966384298,-0.3410547059149163,-0.3510871379140389,-0.6312857768361123,-0.0394924929926695,-0.3507331747587602,-0.3464731071941447,-0.4197650215645244,-0.4442531415042676,-0.8781343305073053,-0.7184442855295466,-0.6241785818310484,-0.1719131974760513,-0.2398345323600823,-0.5902268740719601,-0.6719830251553319,-0.9318863541425292,-0.6507966040443499,-0.5226271278376682,-0.4481044857148065,-0.2144912156586051,-0.3969666390643611,-0.73576741208781
5,0.0826257669820816,0.0126256375374754,-0.1042472038960784,0.0065451726445025,0.0728107495945932,0.0195062129765912,-0.1345753464516631,0.0312823379447306,-0.0829698902047479,-0.0337779411685424,0.003061828605626,0.1758360061922787,0.132204922646774,0.0666597545490759,-0.0795214976989503,-0.0519210377078192,0.0679046465107457,0.1374166337116766,0.2405025780239376,0.0536025082469617,0.0310611835021061,0.1199931973501879,-0.0090655016144552,0.1155791701264083,0.0281020472079208
6,-0.2407494290570871,-0.155098033165556,-0.0569862543839078,-0.0910711323597511,-0.1415849911183829,-0.2132818423376377,0.0244483929789133,-0.0855005691331273,0.0613169237551838,-0.3035155521941134,-0.1671530952009734,-0.3330422337649708,-0.4526283101700481,-0.2220301389351479,-0.1512112831856732,-0.1963092178278689,-0.2482106818776121,-0.2839465992294661,-0.3332058020667876,-0.1810328933878359,-0.2670969062963756,-0.2957425853745766,-0.2110406737705855,-0.2413593111189165,-0.2144932096829498
7,0.0777908168924231,0.0466169009088113,0.0266009568058084,0.0838322172633613,0.127037147547913,-0.0158674441246337,0.072280293082031,0.0894063394577078,0.0676828168385862,-0.0239064994817485,0.0242565654624817,0.0998220034556323,0.0975573269849452,-0.0055497962742637,0.0889520182946356,0.0768135301124834,0.0408771652788569,0.1034590928671326,0.1798645877332638,0.1234207471897983,-0.040704355035825,0.1529185946460793,0.0800317593655446,0.1764429993548628,-0.0283558962296328
8,-0.1145477638392809,-0.091359786721901,0.0152728745102884,-0.2151512504374835,-0.0794920579563636,-0.094872302798735,-0.0676880768965605,-0.1455515416541002,-0.1593410439882342,0.082986836849169,-0.0131738576238131,-0.1092903987185961,0.0492345795886816,-0.1775808752528471,0.1254256412530436,0.0644397331000685,0.0111011204007573,-0.0712367561403624,-0.1296225346602768,-0.0684044983396027,0.0836145782141841,0.0031728441743977,0.0790816239184708,0.0465507596286534,-0.1416850916841153
9,0.1509242997902403,0.0874478626786052,0.0774111490519146,0.1278869490188556,0.0864896251309538,0.2406298537268557,0.0659035220667684,0.0769667384435296,0.1472867602432943,0.1663380936167902,0.1758017266587818,0.1269123817717945,0.090774224488483,0.3209985002735414,-0.0338176097461668,-0.0095177284299602,0.1260115958959487,0.0619876915769296,0.118461428457371,0.0279973699944723,0.20872595858778,0.0206810952089424,0.0154951238419255,-0.0536506242143592,0.2912064651887492
